Index,Adsorbent,Directory,co2_0.1bar,co2_2.67bar,CH4_0.2bar,CH4_5.33bar,CO2_wc,CH4_wc,CO2_sc
503,cg500091k_si_002_clean,MOF503,0.116799143,10.87760193,0.117400257,2.528925882,10.760802787000001,2.411525625,8.732888661585969
504,cg500149s_si_002_clean,MOF504,0.075061772,2.106173957,0.07296331,0.871070676,2.031112185,0.798107366,4.909098061800011
505,cg500175k_si_001_auto,MOF505,0.096124546,19.96265858,0.095523706,2.181264032,19.866534034,2.0857403260000003,18.581082167625816
506,cg500192d_si_002_clean,MOF506,0.249344819,7.970127819,0.25142167,2.852543874,7.720783,2.601122204,5.672752244166948
507,cg500192d_si_003_clean,MOF507,0.084173211,16.52133453,0.084464697,2.126314289,16.437161319,2.041849592,15.775332806837516
508,cg501012e_si_002_clean,MOF508,0.187920745,14.82470393,0.189075232,2.765334096,14.636783185,2.576258864,10.884269411049218
509,cg501141m_si_002_clean,MOF509,0.247990934,7.003905356,0.251431289,3.029141722,6.755914422,2.7777104329999998,4.694415637593078
510,cg501141m_si_003_clean,MOF510,0.351947108,6.384267123,0.345536376,3.261986738,6.032320015,2.916450362,3.9736510069437654
511,cg501279y_si_002_clean,MOF511,0.203506594,1.269364351,0.204840692,2.2163989,1.0658577569999999,2.0115582080000003,1.162784500747559
512,cg501332u_si_002_clean,MOF512,0.061791803,3.450668726,0.062907907,1.068076772,3.3888769229999998,1.005168865,6.559362917190842
513,cg501560z_si_002_clean,MOF513,0.03898549,24.37315322,0.038897045,1.022344092,24.334167729999997,0.983447047,48.403357761670385
514,cg501560z_si_003_clean,MOF514,0.035491895,29.60265353,0.035201288,0.944454187,29.567161635,0.909252899,63.63713348328849
515,cg501730q_si_002_clean,MOF515,0.118532862,8.256070741,0.117231514,2.375366041,8.137537879,2.2581345269999997,7.056733637899342
516,cg800424t_si_002_clean,MOF516,0.084933844,1.982639593,0.084457736,1.887841766,1.897705749,1.80338403,2.132254538575913
517,cg8013317_si_003_clean,MOF517,0.332101004,3.764653309,0.334794797,3.66446575,3.4325523049999997,3.3296709530000004,2.085812105435296
518,cg900153m_si_001_clean,MOF518,0.09779357,16.52224608,0.098322002,2.424444846,16.42445251,2.326122844,13.83622578132939
519,cg901114e_si_002_clean,MOF519,0.096675626,2.498671709,0.097092548,1.304030866,2.401996083,1.206938318,3.890291920831843
520,cg901128k_si_004_clean,MOF520,0.035617747,0.404128179,0.035247659,0.515091084,0.368510432,0.47984342500000005,1.592927332546384
521,cg901312t_si_002_clean,MOF521,0.109917252,13.7331706,0.108825532,2.480103416,13.623253347999999,2.371277884,11.242473884342445
522,CIDKUX_clean,MOF522,0.126190434,2.050861938,0.125394061,2.094376677,1.9246715040000002,1.9689826160000001,1.9881195456296354
523,CIFDOM_clean,MOF523,0.167603627,11.46400723,0.167233755,2.999973316,11.296403603,2.8327395610000004,7.758538549109164
524,CIFDUS_clean,MOF524,0.169542444,10.81471155,0.16705312,2.881240963,10.645169106,2.7141878430000004,7.620723817891306
525,CIFJAE_clean,MOF525,0.260979956,6.744805083,0.266280543,2.715785943,6.483825127,2.4495054,5.042370233233872
526,CIFLUA_clean,MOF526,0.125471593,11.70734044,0.126591313,2.849868285,11.581868846999999,2.723276972,8.340542928678268
527,CIFMAH_clean,MOF527,0.154165453,14.16603523,0.154275632,3.131632122,14.011869777000001,2.97735649,9.184138856156645
528,CIFMEL_clean,MOF528,0.064258126,18.44549808,0.063196044,1.660619323,18.381239954,1.597423279,22.551797470125383
529,CIFMIP_clean,MOF529,0.115969819,10.06467381,0.116864315,2.4957712,9.948703991,2.378906885,8.187584557212034
530,CIGXIA_manual,MOF530,0.338333059,14.35174854,0.328959964,1.901419663,14.013415481000001,1.572459699,15.324548871518163
531,CIJVOH_clean,MOF531,0.052359299,9.860653908,0.052095316,1.209486248,9.808294608999999,1.157390932,16.55257804153373
532,CIJVOH01_clean,MOF532,0.054330088,10.21483725,0.054047948,1.280204195,10.160507162,1.226156247,16.1999274051178
533,CIRTUU_clean,MOF533,0.143340595,17.63643579,0.144955038,3.020403078,17.493095195,2.87544804,11.85514254338931
534,CISLUN_clean,MOF534,0.143961922,2.764635326,0.144141353,2.610002104,2.620673404,2.4658607509999997,2.1505911705811434
535,CISXEJ_clean,MOF535,0.205082956,7.353685598,0.201355157,2.200764396,7.148602642,1.9994092389999998,6.784102005944645
536,CITZIP_manual,MOF536,0.116675022,2.54430177,0.114883185,1.700171431,2.4276267480000002,1.585288246,3.0383427808794674
537,CIVTEH_clean,MOF537,0.129968196,4.50272631,0.132248575,2.148668592,4.372758114,2.0164200169999997,4.254680738507385
538,CIWREG_clean,MOF538,0.067625264,2.215265912,0.066955095,1.440382449,2.147640648,1.373427354,3.1225464439553208
539,CIWRIK_clean,MOF539,0.071287499,2.299475574,0.070997179,1.488429935,2.2281880750000003,1.4174327560000002,3.1366153798835015
540,CIWROQ_clean,MOF540,0.07156136,2.23436575,0.072423101,1.504134158,2.16280439,1.431711057,3.01598067493013
541,CIWRUW_clean,MOF541,0.067358645,2.1853874,0.067438301,1.440042097,2.118028755,1.3726037960000002,3.0811589951776677
542,CIWSAD_clean,MOF542,0.068782591,2.192921214,0.067856993,1.436292965,2.124138623,1.3684359720000001,3.0998512799928672
543,CIWYUD_clean,MOF543,0.137801941,3.426336051,0.137250513,2.049831782,3.2885341099999996,1.9125812690000001,3.3936933402381104
544,CIWZIT_clean,MOF544,0.043490208,0.689429429,0.044444475,0.771143103,0.645939221,0.726698628,1.815163299046958
545,CIXBUH_clean,MOF545,0.068698326,2.236255129,0.069203257,1.457410554,2.167556803,1.388207297,3.1153030643823607
546,CIXCAO_clean,MOF546,0.068323742,2.204113313,0.068875414,1.455929334,2.135789571,1.3870539199999998,3.073650508998641
547,CIZMIJ_clean,MOF547,0.173032281,4.427069982,0.171626952,3.329328144,4.254037701,3.157701192,2.6997319612416617
548,CIZPOS_clean,MOF548,0.354441733,11.33811485,0.362673467,3.400560662,10.983673117,3.037887195,6.769415759911767
549,cm071462f-file004_clean,MOF549,0.133409466,6.282375063,0.132689702,2.361446919,6.148965597,2.228757217,5.4014024305532535
550,cm1008587_si_003_clean,MOF550,0.190489139,6.703620906,0.190041794,2.499006263,6.513131767,2.308964469,5.4463176187144064
551,cm301726k_si_004_clean,MOF551,0.185858139,4.83383953,0.187288406,1.911244706,4.647981391,1.7239563,5.134956824182605
552,cm303749m_si_001_clean,MOF552,0.127902473,11.79038185,0.127130047,2.563307899,11.662479376999999,2.4361778519999997,9.338732973835715
553,cm303749m_si_002_clean,MOF553,0.113961567,11.05630377,0.114584517,2.410434254,10.942342202999999,2.295849737,9.312698328498701
554,cm501138g_si_002_clean,MOF554,0.170113525,13.22677476,0.168803847,2.281854891,13.056661235,2.113051044,11.76865408150252
555,cm501138g_si_005_clean,MOF555,0.175308324,13.23304933,0.1760497,2.377272837,13.057741006,2.201223137,11.301647727045681
556,cm501138g_si_006_clean,MOF556,0.171562696,13.25926614,0.165115049,2.324821123,13.087703443999999,2.159706074,11.579526681561541
557,cm501138g_si_008_clean,MOF557,0.174298296,13.2570756,0.173859153,2.361424954,13.082777304,2.187565801,11.398152085266888
558,cm501138g_si_009_clean,MOF558,0.16582801,13.24387549,0.16832079,2.301892711,13.07804748,2.1335719209999997,11.681291839454039
559,cm501138g_si_010_clean,MOF559,0.161769815,13.24864923,0.161645822,2.273059122,13.086879415,2.1114132999999997,11.83373209202911
560,cm501138g_si_011_clean,MOF560,0.167416673,13.23618791,0.167104106,2.304654144,13.068771237,2.137550038,11.660522900278322
561,cm501138g_si_012_clean,MOF561,0.168220045,13.22602046,0.168504196,2.299782244,13.057800415,2.1312780480000004,11.676248692173084
562,cm503311x_alf100K_clean,MOF562,0.097817777,2.048012197,0.096962458,1.948093529,1.9501944199999999,1.8511310710000002,2.1344382637527186
563,cm503311x_alf11K_clean,MOF563,0.098349572,2.352896071,0.095902914,1.922601783,2.254546499,1.826698869,2.48470175424746
564,cm503311x_alf125K_clean,MOF564,0.09760142,1.84241005,0.09736282,1.934319453,1.74480863,1.836956633,1.933832956999041
565,cm503311x_alf150K_clean,MOF565,0.097698478,1.746246294,0.097597376,1.93179798,1.648547816,1.834200604,1.8352898072518105
566,cm503311x_alf175K_clean,MOF566,0.097846086,1.822871164,0.098691295,1.965458732,1.7250250779999998,1.866767437,1.883011221688277
567,cm503311x_alf200K_clean,MOF567,0.099585033,1.982466036,0.098834859,1.959388595,1.8828810029999998,1.860553736,2.0542156929129396
568,cm503311x_alf225K_clean,MOF568,0.097455834,1.97815911,0.097518517,1.935518517,1.880703276,1.838,2.0750317809822048
569,cm503311x_alf250K_clean,MOF569,0.099117943,1.673382403,0.097951232,1.950570517,1.57426446,1.852619285,1.7417844338650315
570,cm503311x_alf275K_clean,MOF570,0.099115921,1.581998729,0.099142208,1.961337833,1.4828828079999998,1.862195625,1.6376254816394205
571,cm503311x_alf290K_clean,MOF571,0.100931705,1.90343495,0.101617174,1.987870925,1.802503245,1.886253751,1.9440647269237048
572,cm503311x_alf300K_clean,MOF572,0.099441468,1.764565896,0.101263318,1.968867877,1.665124428,1.867604559,1.8196261555534443
573,cm503311x_alf325K_clean,MOF573,0.098303065,1.548160038,0.097884504,1.932744291,1.449856973,1.8348597869999999,1.6263061964183314
574,cm503311x_alf350K_clean,MOF574,0.095989861,1.929725398,0.097910791,1.895265944,1.833735537,1.7973551529999998,2.067217709269471
575,cm503311x_alf375K_clean,MOF575,0.094778665,2.135501439,0.09457444,1.866573322,2.040722774,1.771998882,2.3228206423589834
576,cm503311x_alf400K_clean,MOF576,0.095403472,1.609838053,0.096092985,1.893161009,1.514434581,1.7970680239999999,1.7264559441932974
577,cm503311x_alf40K_clean,MOF577,0.096962458,2.28656334,0.09809884,1.922219619,2.1896008819999997,1.824120779,2.415133230508255
578,cm503311x_alf425K_clean,MOF578,0.097194992,1.706222211,0.097726786,1.907584157,1.6090272190000001,1.809857371,1.815987049720311
579,cm503311x_alf450K_clean,MOF579,0.096365959,1.795009597,0.097435614,1.898598251,1.698643638,1.801162637,1.9195284849191203
580,cm503311x_alf475K_clean,MOF580,0.098569973,1.209999598,0.098278801,1.9334702,1.111429625,1.835191399,1.2705992833428974
581,cm503311x_alf500K_clean,MOF581,0.096788564,1.393132934,0.096649043,1.881370546,1.2963443700000001,1.784721503,1.503415700606568
582,cm503311x_alf70K_clean,MOF582,0.098816661,2.265888072,0.097793513,1.934248682,2.1670714110000002,1.836455169,2.378411556756119
583,cm503311x_aloh150K_clean,MOF583,0.101576958,2.326162402,0.103109723,1.991525174,2.224585444,1.888415451,2.3714561258955875
584,cm503311x_aloh175K_clean,MOF584,0.101437429,2.472185435,0.10191552,1.987370089,2.370748006,1.885454569,2.525591789839761
585,cm503311x_aloh200K_clean,MOF585,0.102395664,2.53616554,0.101987337,1.989300921,2.433769876,1.8873135840000002,2.588439248609849
586,cm503311x_aloh225K_clean,MOF586,0.101913469,2.659020638,0.103286186,1.986352349,2.557107169,1.8830661629999998,2.7178549977236175
587,cm503311x_aloh250K_clean,MOF587,0.102221253,2.593187672,0.100942923,2.008051128,2.490966419,1.907108205,2.6219236727552393
588,cm503311x_aloh275K_clean,MOF588,0.101800614,2.653105028,0.101480519,1.992717324,2.551304414,1.891236805,2.7031466596817757
589,cm503311x_aloh300K_clean,MOF589,0.102028375,2.518966565,0.103011232,1.979154305,2.4169381899999998,1.876143073,2.584066051460053
590,cm503311x_aloh325K_clean,MOF590,0.102102243,2.566703877,0.102988661,1.989048538,2.464601634,1.886059877,2.6199394131444955
591,cm503311x_aloh350K_clean,MOF591,0.103140501,2.55434532,0.102684981,2.002316084,2.451204819,1.899631103,2.590048137293175
592,cm503311x_aloh375K_clean,MOF592,0.101792407,2.747170002,0.10258649,2.005629893,2.645377595,1.903043403,2.7809655207498354
593,cm503311x_aloh400K_clean,MOF593,0.10169802,2.542109877,0.102939416,2.000594545,2.440411857,1.8976551289999999,2.579859771954124
594,cm503311x_aloh425K_clean,MOF594,0.104063853,2.709113525,0.103339535,2.010509297,2.605049672,1.907169762,2.735785110494032
595,cm503311x_aloh450K_clean,MOF595,0.10203453,2.663770772,0.102258187,2.025075692,2.561736242,1.9228175050000003,2.670646777199201
596,cm503311x_aloh475K_clean,MOF596,0.103308756,2.493999119,0.103495479,2.006399353,2.390690363,1.902903874,2.523711922707537
597,cm503311x_aloh500K_clean,MOF597,0.104580931,2.779189807,0.101133749,2.023856867,2.6746088759999997,1.9227231180000002,2.788041772590133
598,cm503311x_F-mil-53-Al-lp-mono_clean,MOF598,0.137994658,2.766617963,0.138389651,2.538488897,2.6286233049999996,2.400099246,2.212762419645792
599,cm503311x_F-mil-53-Al-lp-ortho_clean,MOF599,0.136064316,2.679355931,0.135894089,2.519768877,2.543291615,2.383874788,2.1588902520481827
600,cm503311x_OH-mil-53-Al-lp-ortho_clean,MOF600,0.140010706,1.01312964,0.140147523,2.469401822,0.8731189340000001,2.329254299,0.8329791287332331
601,cm901983a_si_001_clean,MOF601,0.206811195,14.5866555,0.204858946,2.028884032,14.379844305,1.8240250860000002,14.596857383929752
602,COBWEV_clean,MOF602,0.017225482,0.793186501,0.016967312,0.346987305,0.775961019,0.330019993,4.641117797020723
603,COCMOY_clean,MOF603,0.078338089,11.89094127,0.079093494,1.967051887,11.812603181,1.887958393,12.273298052374338
604,COCMUE_clean,MOF604,0.081826271,9.049338875,0.081123562,1.981800624,8.967512604,1.900677062,9.270811562804067
605,COCNAL_clean,MOF605,0.07311378,8.491001789,0.072613947,1.792391523,8.417888009,1.719777576,9.618047419495163
606,COCNEP_clean,MOF606,0.086714389,9.028085098,0.085598285,2.044094685,8.941370709,1.9584964,8.96717195480748
607,CODNAM_clean,MOF607,0.281105476,5.547908701,0.282354215,3.405560364,5.266803225,3.1232061489999996,3.3075131971100333
608,CODVAU_clean,MOF608,2.461400486,4.42303927,2.456395341,3.146025867,1.9616387840000002,0.6896305260000002,2.8544298148424296
609,COGNAO_clean,MOF609,0.240270222,10.17979173,0.241716708,3.137171273,9.939521508,2.8954545649999996,6.588120379385078
610,COJGEO_clean,MOF610,0.220341162,9.119733812,0.218625004,3.315426318,8.89939265,3.096801314,5.584748813006377
611,COJHIT_clean,MOF611,0.093650232,2.147959111,0.093335928,2.315414798,2.054308879,2.22207887,1.8834672283330132
612,COJMIZ_clean,MOF612,0.196214035,6.515746537,0.200308719,2.90016064,6.319532502,2.699851921,4.56145075424428
613,COJMOF02_clean,MOF613,0.164099854,7.618145706,0.160574459,2.775008685,7.454045852,2.614434226,5.5737282538205175
614,COKMEW_clean,MOF614,0.096949739,1.744386744,0.097156854,2.351409509,1.647437005,2.2542526549999997,1.5061747767915643
615,COKMIA_clean,MOF615,0.074387012,3.513559749,0.073981873,1.832260315,3.4391727370000003,1.7582784420000002,3.8933283372158036
616,COKMOG_clean,MOF616,0.072930124,2.598598348,0.071738376,1.758672124,2.525668224,1.686933748,2.999957768412805
617,COKMUM_clean,MOF617,0.067899116,3.396481875,0.067454771,1.698006771,3.328582759,1.630552,4.061166045363089
618,COKNAT_clean,MOF618,0.098117781,2.096072388,0.097029464,2.309162754,1.997954607,2.21213329,1.8429459394835317
619,COKPEZ_clean,MOF619,0.122337137,4.654102185,0.121490212,2.921725605,4.5317650480000005,2.800235393,3.23412908911597
620,COKPID_clean,MOF620,0.097183197,1.389183853,0.097192281,2.322269902,1.292000656,2.225077621,1.2145290192000857
621,COKPOJ_clean,MOF621,0.077854286,3.770081945,0.076882844,1.904458688,3.692227659,1.827575844,4.019204430978049
622,COKPUP_clean,MOF622,0.099778896,1.653927684,0.100436332,2.348999592,1.554148788,2.24856326,1.4295338322592916
623,COKQAW_clean,MOF623,0.060174353,2.250829075,0.060447628,1.509806047,2.190654722,1.4493584190000002,3.0267895010402395
624,COKQEA_clean,MOF624,0.075691469,3.941839348,0.074946192,1.863871812,3.8661478789999997,1.7889256199999999,4.29381909296889
625,COKQIE_clean,MOF625,0.095516286,2.277972757,0.09604134,2.329057456,2.182456471,2.233016116,1.9857711021985405
626,COKQOK_clean,MOF626,0.098206693,1.839313421,0.098761538,2.32537551,1.7411067279999999,2.226613972,1.605918526394618
627,COQGAS_clean,MOF627,0.123982014,2.998677119,0.126347018,1.854855639,2.874695105,1.728508621,3.2823164852270534
628,COQHUN_clean,MOF628,0.261748485,6.271437409,0.259040817,2.854461393,6.009688924,2.595420576,4.460707861410717
629,COQNIF_clean,MOF629,0.098166695,5.245932641,0.096626382,2.387377832,5.147765946,2.2907514499999997,4.461310143298624
630,COQTEJ_clean,MOF630,0.183533653,15.78403438,0.182017655,3.96582009,15.600500727,3.7838024349999997,8.080642113072058
631,COTXEQ_clean,MOF631,0.266715005,3.100749304,0.264638768,2.803387516,2.834034299,2.5387487479999997,2.2456619615342586
632,COTXIU_clean,MOF632,0.267000115,3.067564509,0.269011633,2.848781348,2.800564394,2.5797697150000003,2.1862279892576466
633,COTXOA_clean,MOF633,0.254644149,3.086635446,0.252109637,2.882261749,2.831991297,2.630152112,2.174266546620484
634,COTYIV_clean,MOF634,0.068513806,1.41772321,0.068992564,1.520662972,1.349209404,1.451670408,1.8928636932667677
635,COVPAG_clean,MOF635,0.21776342,1.856299051,0.218725121,2.179663978,1.6385356309999999,1.9609388569999997,1.7290966068320919
636,COWBEX_clean,MOF636,0.066044632,2.160349087,0.065964433,0.67140166,2.094304455,0.605437227,6.5328454771000795
637,COWDEZ_clean,MOF637,0.108709468,2.277596694,0.109366096,0.795796402,2.1688872260000003,0.686430306,5.810797156175587
638,COWMIL_clean,MOF638,0.072523698,9.652017769,0.073493472,1.692695316,9.579494071000001,1.619201844,11.577110623338783
639,COWMOR_clean,MOF639,0.0719976,9.671533417,0.072003077,1.679883765,9.599535817,1.607880688,11.688989448750414
640,COXDIE_clean,MOF640,0.08788824,1.701589642,0.087392121,1.246820646,1.613701402,1.159428525,2.7708416744366686
641,COXHED_clean,MOF641,0.034905541,26.49316639,0.035130553,0.952067854,26.458260849,0.916937301,56.497187440948295
642,COXHIH_clean,MOF642,0.035670381,25.49307012,0.035834232,0.969998425,25.457399739,0.934164193,53.35952737898893
643,COXHON_clean,MOF643,0.044615233,27.68337565,0.044532065,1.209060751,27.638760417,1.164528686,46.48702840177807
644,COZMUA_clean,MOF644,0.112257922,17.98231245,0.110722908,2.512207049,17.870054527999997,2.401484141,14.532856069177802
645,CUBHOY_clean,MOF645,0.076132534,4.261750241,0.074828642,1.385772776,4.185617707,1.310944134,6.24391283950073
646,CUCSAU_clean,MOF646,0.097537865,1.436648895,0.097523471,1.71525983,1.33911103,1.617736359,1.7005193930298015
647,CUCTAX_clean,MOF647,0.193147266,1.14722178,0.19726873,1.359605845,0.954074514,1.162337115,1.7131493402513553
648,CUGVUW_clean,MOF648,0.061308974,0.826345511,0.060908627,0.885667727,0.765036537,0.8247591,1.8943128940054583
649,CUGXAF_clean,MOF649,0.223977743,8.243007003,0.222186443,3.359188794,8.01902926,3.137002351,4.982096310541575
650,CUHLUO_clean,MOF650,0.811989703,4.703661962,0.799444703,5.44586558,3.891672259,4.646420877000001,1.7535980267382392
651,CUMDEU_clean,MOF651,0.021539307,2.240510451,0.021521797,0.417214921,2.218971144,0.395693124,10.903050032793312
652,CUMJEB_clean,MOF652,0.06291546,0.812526692,0.063091718,0.74800744,0.749611232,0.684915722,2.2054264660384892
653,CUMLUT_clean,MOF653,0.194882118,8.424878674,0.195506591,3.54608692,8.229996556,3.350580329,4.823642817463024
654,CUNFOH_clean,MOF654,0.017727167,0.347890802,0.017836078,0.457522633,0.330163635,0.43968655500000003,1.5438006746983193
655,CUNFOH01_clean,MOF655,0.018851367,0.366759643,0.018713016,0.469506433,0.347908276,0.450793417,1.585991505628119
656,CUNQOT_clean,MOF656,0.139835197,1.150087587,0.140501402,1.702614924,1.01025239,1.562113522,1.3714353610352827
657,CUNQUZ_clean,MOF657,0.132535784,1.300795345,0.129996829,1.46619558,1.1682595610000002,1.336198751,1.801266329528545
658,CUNWEO_clean,MOF658,0.111660919,0.573697811,0.109319024,1.901327545,0.462036892,1.792008521,0.6126142795409378
659,CUPHIG_clean,MOF659,0.186738434,16.53844844,0.1867242,3.475595326,16.351710006,3.288871126,9.661096541664074
660,CUPHUS_clean,MOF660,0.144572394,2.942481734,0.143483383,3.291742401,2.79790934,3.148259018,1.8148836857150885
661,CUQRIR_clean,MOF661,0.156610353,3.990179793,0.156067678,2.480479112,3.8335694399999998,2.324411434,3.2660118305329306
662,CUQROX_clean,MOF662,0.150954931,3.880521029,0.151612656,2.445548337,3.7295660980000003,2.293935681,3.2216225233144242
663,CUQRUD_clean,MOF663,0.284302476,8.110720542,0.283942999,4.069783657,7.826418066,3.7858406580000006,4.046215200171667
664,CUQSAK_clean,MOF664,0.0914419,10.5397215,0.092782124,1.928157803,10.448279600000001,1.835375679,11.098069082678709
665,CUQTAL_clean,MOF665,0.144220019,14.84686214,0.144918633,3.096429579,14.702642121,2.951510946,9.734963584435302
666,CUQXUI_clean,MOF666,0.076082299,1.463073499,0.076509253,1.770335074,1.3869912,1.693825821,1.677921090872404
667,CURBOH_clean,MOF667,0.050711048,1.209601788,0.050957918,1.178464568,1.1588907400000001,1.1275066500000002,2.0839474026819986
668,CURYOE01_clean,MOF668,0.094433697,2.562254769,0.093175058,2.026142697,2.467821072,1.9329676390000001,2.5675159156418936
669,CURZAR_clean,MOF669,0.030256942,3.844346306,0.030703552,0.590247282,3.814089364,0.55954373,13.223589828586556
670,CURZEV_clean,MOF670,0.155049239,5.885928723,0.154450956,2.257681725,5.730879484,2.103230769,5.2931371105705995
671,CUSYAR_clean,MOF671,0.078226095,21.77380955,0.078351673,2.018748584,21.695583454999998,1.940396911,21.89843344583917
672,CUSYIA_clean,MOF672,0.174374695,3.91317187,0.174658715,3.829514347,3.738797175,3.654855632,2.0746559448149204
673,CUSZIB_clean,MOF673,0.186361249,4.502643817,0.185188856,3.762056991,4.316282568,3.5768681350000002,2.429982163454765
674,CUVGIK_clean,MOF674,0.308670934,4.172668693,0.31114605,3.548500876,3.863997759,3.237354826,2.3874256165883176
675,CUVGOQ_clean,MOF675,0.359100803,4.299939881,0.356799785,3.87113899,3.940839078,3.5143392049999997,2.2551969828691565
676,CUVTUJ_clean,MOF676,0.075667428,3.594211717,0.076219485,1.820466774,3.518544289,1.744247289,4.008498833813793
677,CUVVOG_clean,MOF677,0.2118485,5.992597396,0.213728068,3.066876353,5.7807488959999995,2.853148285,3.9671598238981396
678,CUVXAT_clean,MOF678,0.153576212,6.509433466,0.153960711,2.386211058,6.355857254,2.2322503470000004,5.5385387840138645
679,CUWNIT_clean,MOF679,0.129545694,7.014299885,0.129116834,2.440578783,6.884754191,2.311461949,5.835154517923095
680,CUXFIL_clean,MOF680,0.23898663,4.540463826,0.238780189,2.72079565,4.301477196,2.482015461,3.3881697307583876
681,CUXFUX_clean,MOF681,0.36257035,6.67434243,0.364516675,2.887109582,6.31177208,2.522592907,4.693600043931098
682,CUYWUP_clean,MOF682,0.265165058,7.132251218,0.26017523,4.198367641,6.86708616,3.938192411,3.4491098681721857
683,CUYYAX_clean,MOF683,0.195146641,3.431149646,0.195521481,2.40019646,3.236003005,2.204674979,2.902376384513529
684,CUYYEB_clean,MOF684,0.194584884,3.420841058,0.193207123,2.394156821,3.226256174,2.200949698,2.9009561551366834
685,DABMUR_clean,MOF685,0.123732211,3.287054273,0.121607145,2.726708348,3.1633220619999998,2.605101203,2.4475357828927673
686,DACFAR_clean,MOF686,0.341995545,4.223674599,0.340445867,3.134962716,3.8816790539999997,2.794516849,2.735387981999731
687,DACSEI_clean,MOF687,0.724557895,9.673631882,0.741718014,4.292479259,8.949073987,3.5507612450000003,4.575538503274246
688,DACYUE_clean,MOF688,0.164651532,18.60576343,0.165067061,3.832355005,18.441111898,3.6672879440000004,9.85695161949912
689,DACZUF_clean,MOF689,0.10067006,4.511577251,0.101088829,1.736101581,4.410907191000001,1.635012752,5.2761134857531795
690,DADLEC_clean,MOF690,0.106885935,6.046476067,0.108039022,1.408580263,5.939590132,1.300541241,8.715285173270138
691,DADLIG_clean,MOF691,0.10570618,6.849853719,0.105252987,1.695660315,6.744147539,1.590407328,8.201689123577903
692,DADLOM_clean,MOF692,0.117464845,13.61150586,0.119041937,2.23137244,13.494041014999999,2.112330503,12.38497038824476
693,DAFJOM_clean,MOF693,0.356916946,8.32093647,0.354029669,4.829527744,7.964019523999999,4.475498075,3.498069257597374
694,DAFYAN_clean,MOF694,0.1348901,17.93287445,0.134763471,2.88469643,17.79798435,2.749932959,12.621490760425973
695,DAFYOB_clean,MOF695,0.13012398,18.22813548,0.129958284,2.913567966,18.0980115,2.783609682,12.702171060943831
696,DAGJED_clean,MOF696,0.163884085,6.641504032,0.166047718,1.972762684,6.477619947,1.8067149660000001,6.835219396282636
697,DAKVIW_clean,MOF697,0.157510496,12.71937727,0.162139037,2.303386124,12.561866774,2.141247087,11.211403049525572
698,DAKVOC_clean,MOF698,0.236806207,13.87827632,0.23352044,2.969326522,13.641470112999999,2.735806082,9.489393052300628
699,DAKVUI_clean,MOF699,0.212017088,13.9801241,0.212186566,2.751042527,13.768107012,2.538855961,10.317502563362744
700,DAMDUT_clean,MOF700,0.067348112,2.124154423,0.067201965,1.497266564,2.056806311,1.430064599,2.8803669737518325
701,DAMYUO_clean,MOF701,0.103100095,10.25041241,0.103417227,2.272179206,10.147312314999999,2.168761979,9.15924383205485
702,DAMZEZ_clean,MOF702,0.180098454,2.494240873,0.179837276,1.388497139,2.314142419,1.208659863,3.647155374338568
703,DANZOJ_neutral,MOF703,0.160276537,8.555937158,0.162121323,2.078118485,8.395660621000001,1.915997162,8.359073490927395
704,DAPBED_clean,MOF704,0.216613663,13.79349131,0.216187296,2.82848392,13.576877647,2.612296624,9.901052294174441
705,DAPBIH_neutral,MOF705,0.172891005,10.14787868,0.178683604,2.113443565,9.974987675,1.934759961,9.748672345150375
706,DAPHOU_clean,MOF706,0.123353268,14.53873698,0.124097757,2.844017403,14.415383711999999,2.719919646,10.37899476850449
707,DAPXID_ion_b,MOF707,0.046567698,13.14363787,0.045578182,1.123762491,13.097070171999999,1.0781843089999998,23.74662618692678
708,DAPYAW_clean,MOF708,0.101691946,6.798920176,0.102332226,1.918798764,6.69722823,1.816466538,7.194015597208929
709,DARSEV_SL,MOF709,0.112272099,5.348958006,0.112799424,2.013410977,5.236685907,1.9006115529999998,5.3938345288684975
710,DAWBIO_clean,MOF710,0.213417079,0.515803267,0.216491167,1.7791418,0.302386188,1.562650633,0.5886191511156126
711,DAWBOU_clean,MOF711,0.221700119,0.512235264,0.221621399,1.818411071,0.290535145,1.596789672,0.5719239314548106
712,DAWBUA_clean,MOF712,0.224036624,0.548198325,0.220348093,1.89470923,0.32416170099999997,1.674361137,0.5874298297763323
713,DAWCAH_clean,MOF713,0.237556043,0.578868591,0.236258725,1.933244008,0.341312548,1.696985283,0.6079308403859517
714,DAWCIP_clean,MOF714,0.189976201,9.714849652,0.191207218,2.908817237,9.524873451,2.717610019,6.780793387946339
715,DAWCOV_clean,MOF715,0.22013052,9.596684996,0.226857175,3.769486594,9.376554476,3.542629419,5.168921056585253
716,DAWWAB_clean,MOF716,0.053477317,0.913083579,0.052616583,1.06903553,0.859606262,1.016418947,1.7341204341109566
717,DAWWEF_clean,MOF717,0.07828817,12.02589287,0.077297794,1.806318264,11.9476047,1.72902047,13.51711225129959
718,DAXHIV_clean,MOF718,0.125725297,9.422993113,0.125725297,2.907977714,9.297267816,2.7822524169999996,6.578981461839528
719,DAXHIV01_clean,MOF719,0.128540229,9.329039589,0.129972605,2.929654346,9.20049936,2.799681741,6.465191831665878
