Index,Adsorbent,Directory,co2_0.1bar,co2_2.67bar,CH4_0.2bar,CH4_5.33bar,CO2_wc,CH4_wc,CO2_sc
0,ABAYIO_clean,MOF000,0.169745442,10.72188883,0.172653733,2.285920715,10.552143388,2.113266982,9.522938936279429
1,ABAYOU_clean,MOF001,0.175452392,10.06287768,0.175834396,2.380967811,9.887425288,2.205133415,8.58083463072602
2,ABETIN_clean,MOF002,0.093964605,2.214891393,0.094553154,2.473589634,2.120926788,2.37903648,1.8179655368817735
3,ABEXIQ_clean,MOF003,0.072952876,4.337089226,0.073885831,1.04255432,4.264136349999999,0.968668489,8.446183790445014
4,ABIYIV_clean,MOF004,0.05889293,2.100676923,0.057875859,0.893128783,2.041783993,0.835252924,4.775359168392791
5,ABULOB_clean,MOF005,0.750060271,8.645048196,0.764849604,4.643176564,7.894987925,3.87832696,3.780185247647314
6,ABUWOJ_clean,MOF006,0.164813,7.755090338,0.16571521,2.693381272,7.590277338,2.5276660619999998,5.845879889787528
7,ac403674p_si_001_clean,MOF007,0.038381312,0.143420815,0.038845426,0.923407652,0.105039503,0.884562226,0.3153403750470874
8,ACAJIZ_clean,MOF008,0.078385527,2.19084153,0.080130668,1.228593688,2.112456003,1.14846302,3.62045828553266
9,ACAJOF_clean,MOF009,0.06542059,1.971951816,0.06474815,1.327188537,1.906531226,1.262440387,3.0166473232855866
10,ACIBOE_clean,MOF010,0.154150085,10.3786027,0.152755841,3.010865134,10.224452615,2.858109293,6.998556087474761
11,ACOGAB_clean,MOF011,0.263973811,4.927583207,0.261935359,2.99948534,4.663609396,2.737549981,3.335401238281239
12,ACOGEF_clean,MOF012,0.232689422,4.478132001,0.239234291,2.691002407,4.245442579,2.451768116,3.378653600634729
13,ACOLOV_clean,MOF013,0.106219605,8.835797282,0.106328071,2.369898932,8.729577677,2.263570861,7.569667108819931
14,acs.cgd.5b01554_VAGNUP1452791_clean,MOF014,0.010186407,1.292628159,0.010143037,0.25902208,1.282441752,0.248879043,10.132058503555864
15,acs.cgd.5b01686_WAHFUJ1434675_clean,MOF015,0.111306366,3.276821852,0.10954957,1.547864632,3.165515486,1.438315062,4.298141580560895
16,acs.chemmater.5b03723_cm5b03723_si_004_clean,MOF016,0.375262756,11.71234201,0.376056273,3.009376695,11.337079254,2.6333204219999997,7.901836787118632
17,acs.chemmater.5b03723_cm5b03723_si_005_clean,MOF017,0.199126208,13.6812251,0.200310293,3.107827638,13.482098892000002,2.907517345,8.937764900200003
18,acs.chemmater.6b02817_cm6b02817_si_004_clean,MOF018,0.159752162,13.29930189,0.160872328,3.260082843,13.139549728,3.099210515,8.282492877798878
19,acs.chemrev.6b00346_cr6b00346_si_001_clean,MOF019,0.127739769,7.703975283,0.130104855,2.917611771,7.576235514,2.787506916,5.361030044478302
20,acs.inorgchem.5b02973_ic5b02973_si_002_clean,MOF020,0.264730956,1.138503696,0.264239067,2.116664539,0.8737727399999999,1.8524254719999997,1.092051887018456
21,acs.inorgchem.6b00081_ic6b00081_si_001_clean,MOF021,0.049669515,1.017047045,0.048631599,1.00282263,0.96737753,0.954191031,2.059101615431477
22,acs.inorgchem.6b00136_ic6b00136_si_002_clean,MOF022,0.350216585,8.021749465,0.348984808,3.414441731,7.671532879999999,3.065456923,4.76991072925743
23,acs.inorgchem.6b00276_ic6b00276_si_006_clean,MOF023,0.453771833,11.94157059,0.447108042,4.211612593,11.487798757,3.764504551,5.756703975040694
24,acs.inorgchem.6b00433_ic6b00433_si_002_clean,MOF024,0.122804971,2.262961041,0.125561746,1.852505646,2.14015607,1.7269439,2.480152580868302
25,acs.inorgchem.6b00894_ic6b00894_si_002_clean,MOF025,0.360072009,4.604742323,0.362672043,3.079823874,4.244670314,2.7171518310000002,3.035570433451194
26,acs.inorgchem.6b01211_ic6b01211_si_002_clean,MOF026,0.211497344,15.19990262,0.207864371,2.826075815,14.988405276,2.618211444,10.919879851028332
27,acs.inorgchem.6b01569_ic6b01569_si_002_clean,MOF027,0.037235148,3.410326418,0.037554698,0.775627312,3.3730912699999998,0.738072614,8.926962670943025
28,acs.inorgchem.6b01740_ic6b01740_si_002_clean,MOF028,0.104051153,2.374027914,0.103829273,2.573409983,2.269976761,2.46958071,1.8729996773383086
29,acs.inorgchem.6b01762_ic6b01762_si_002_clean,MOF029,0.01095113,4.479262015,0.010935756,0.278348268,4.468310885,0.267412512,32.67223219285761
30,acs.inorgchem.6b02407_ic6b02407_si_003_clean,MOF030,0.475362727,8.345354339,0.476296855,4.205092346,7.869991612,3.7287954909999996,4.029304664270088
31,acs.inorgchem.6b02514_ic6b02514_si_002_clean,MOF031,0.045738103,0.948315589,0.046001565,0.928203404,0.902577486,0.882201839,2.074295359975111
32,acs.inorgchem.6b02696_ic6b02696_si_002_clean,MOF032,0.161429364,10.47847313,0.160648716,3.015096651,10.317043766,2.854447935,7.055984670253238
33,acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,MOF033,0.122032976,7.615089318,0.121901721,1.476267143,7.493056342,1.354365422,10.472995346184193
34,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,MOF034,0.045822476,20.91901347,0.046263847,1.177443479,20.873190993999998,1.1311796319999998,36.07131654010452
35,acscombsci.5b00188_24205_clean,MOF035,0.59690195,6.009102712,0.594707524,4.148000993,5.412200761999999,3.553293469,2.9412479568265515
36,acscombsci.5b00188_3001288_clean,MOF036,0.072764533,54.50464288,0.071475339,1.954368817,54.431878347,1.882893478,56.62234305125453
37,acscombsci.5b00188_34903_clean,MOF037,0.99428502,5.507116933,0.981224854,3.140025022,4.512831912999999,2.158800168,3.560836655429375
38,acscombsci.5b00188_5013797_clean,MOF038,0.099396208,13.58594243,0.100039228,2.37546144,13.486546222,2.275422212,11.61188290438068
39,acscombsci.5b00188_5020072_clean,MOF039,0.062522886,16.60366194,0.063276132,1.576616698,16.541139054,1.513340566,21.381522340637474
40,acscombsci.5b00188_5024922_clean,MOF040,0.065669725,30.14497908,0.06494245,1.697107507,30.079309355,1.632165057,36.063385567562314
41,acscombsci.5b00188_5036495_clean,MOF041,0.067635629,20.30916152,0.068556669,1.811155969,20.241525891,1.7425993000000002,22.76653854374355
42,acscombsci.5b00188_5040209_clean,MOF042,0.356239072,7.184700215,0.35008548,2.892751505,6.828461143,2.542666025,5.042644898160146
43,acscombsci.5b00188_8372_clean,MOF043,0.081176018,7.666964676,0.082490954,1.875791316,7.585788658,1.7933003619999999,8.298503933850759
44,ACUBAB_clean,MOF044,0.194357409,2.619061589,0.194720846,1.472116259,2.42470418,1.277395413,3.612139087648627
45,ACUFEK_clean,MOF045,0.093178182,15.58377128,0.094129696,2.307095408,15.490593098,2.212965712,13.714117735929081
46,ACUJOZ_manual,MOF046,0.095649007,17.66838747,0.096530544,2.295784989,17.572738463,2.199254445,15.625235286747968
47,ACUTOI_clean,MOF047,0.14432498,0.457570417,0.143470321,1.278655658,0.313245437,1.1351853369999998,0.7265494806203104
48,ADARAA_clean,MOF048,0.123128616,11.48696945,0.123114116,2.520979667,11.363840834,2.397865551,9.25117690897002
49,ADASEF_clean,MOF049,0.088893186,12.79297098,0.085969567,2.02003132,12.704077794,1.9340617530000002,12.858022294066572
50,ADASIJ_clean,MOF050,0.107735373,14.23942267,0.105635096,2.543186743,14.131687297,2.4375516470000003,11.367762542896626
51,ADASOP_clean,MOF051,0.12726069,15.13299827,0.124516673,2.839745668,15.00573758,2.715228995,10.819480276482112
52,ADASUV_clean,MOF052,0.098538755,13.50310676,0.099309598,2.344161637,13.404568005,2.244852039,11.695182678792953
53,ADATAC_clean,MOF053,0.098728067,15.03781286,0.097776898,2.316487601,14.939084793000001,2.218710703,13.180004505790524
54,ADATEG_manual,MOF054,0.08029517,19.50454968,0.078283483,2.029615495,19.42425451,1.9513320119999997,19.51115687555391
55,ADATIK_clean,MOF055,0.077957047,14.93132957,0.078177167,1.904237471,14.853372523,1.826060304,15.919823096698345
56,ADAXEK_clean,MOF056,0.252339936,3.942690237,0.24642553,2.546866472,3.690350301,2.300440942,3.143021443696351
57,ADAXIO_clean,MOF057,0.229678084,3.513610088,0.231643896,2.158747029,3.283932004,1.9271031330000001,3.304552647039079
58,ADIQEL_clean,MOF058,0.842409492,3.072745003,0.839244317,4.612018751,2.230335511,3.772774434,1.3526838956556086
59,ADOBIF_clean,MOF059,0.07696521,6.076445156,0.077618537,1.202505307,5.999479946,1.12488677,10.259434982848664
60,ADOCEC_clean,MOF060,0.078533121,5.768235341,0.079499205,1.222555459,5.689702219999999,1.143056254,9.579332868803077
61,ADOGEH_clean,MOF061,0.375334891,11.41337407,0.373907815,2.649173313,11.038039179,2.275265498,8.747109087423844
62,ADUROI_clean,MOF062,0.058581733,16.51485108,0.05898173,1.488958686,16.456269347,1.429976956,22.519195803077693
63,ADUWIH_clean,MOF063,0.111479127,14.21521389,0.110593014,2.622004836,14.103734762999999,2.511411822,11.007299239501757
64,ADUWON_clean,MOF064,0.134444291,22.29945997,0.133678428,3.165022801,22.165015679,3.031344373,14.304687200644315
65,AFEJOK_ion_b,MOF065,0.169980562,9.363743011,0.170811037,2.701740331,9.193762449000001,2.530929294,7.036662847304597
66,AFITEP_clean,MOF066,0.388595991,4.261539405,0.376683287,3.72164436,3.872943414,3.344961073,2.3248369620484834
67,AFITUF_clean,MOF067,0.120286472,3.758965144,0.121842917,1.734096817,3.6386786719999997,1.6122539,4.401045113426713
68,AFIXAO_clean,MOF068,0.104811901,1.349476696,0.106662462,1.50356424,1.244664795,1.396901778,1.8222344960878567
69,AFIXES_clean,MOF069,0.102883649,1.338605324,0.104041463,1.490042734,1.235721675,1.386001271,1.8239573830215865
70,AFOVEX_clean,MOF070,0.165629528,6.604719662,0.163962221,2.662449231,6.439090134,2.4984870100000003,5.036558890185503
71,AFOYAW_clean,MOF071,0.136960424,3.570984772,0.136930229,2.444284252,3.434024348,2.3073540230000003,2.9661776030448266
72,AFOYEB_clean,MOF072,0.077084053,0.132399703,0.079190558,0.761068395,0.05531565000000001,0.681877837,0.3532028395583569
73,AFOYIE_clean,MOF073,0.075105717,1.736194291,0.074737413,1.882249554,1.6610885739999999,1.807512141,1.872759391931364
74,AFOYOK_clean,MOF074,0.081003496,2.237309292,0.079623347,1.792260442,2.156305796,1.7126370949999998,2.5344619168204168
75,AFUKET_clean,MOF075,0.298199343,6.673551618,0.301146271,2.854570192,6.375352275,2.5534239210000003,4.746540165970139
76,AFUKIX_clean,MOF076,0.12079669,10.07591525,0.120661922,2.497157359,9.955118559999999,2.376495437,8.192179476163927
77,AGABIU_clean,MOF077,0.044403976,14.55867438,0.044712686,1.140291938,14.514270404,1.095579252,25.921888707511926
78,AGIREP_clean,MOF078,0.144795494,12.09461805,0.143938414,2.7515883,11.949822555999999,2.607649886,8.924205586014715
79,AGOFEJ_clean,MOF079,0.082290432,13.35705937,0.08384193,1.817409017,13.274768938,1.733567087,14.921725302988571
80,AGONAM_clean,MOF080,0.185722539,2.731029495,0.186438879,2.252653519,2.545306956,2.06621464,2.461460412255017
81,AGONEQ_clean,MOF081,0.136751138,9.809837816,0.135542426,2.712382873,9.673086678,2.5768404470000004,7.3429690339318325
82,AGUBUA_clean,MOF082,0.712809279,7.063051618,0.721323518,2.966173923,6.350242339,2.2448504049999998,4.834556393344748
83,AHAMAY_clean,MOF083,0.201795912,0.655369606,0.203177786,1.001760921,0.453573694,0.798583135,1.3282599362151633
84,AHEQAH_clean,MOF084,0.117045732,10.45079725,0.116053484,2.739840062,10.333751518000001,2.623786578,7.744351803611805
85,AHIYOH_clean,MOF085,0.271663554,2.970285547,0.272624903,1.782381156,2.698621993,1.509756253,3.383440027201115
86,AJAKON_clean,MOF086,0.129156153,5.7573829,0.130726731,1.669805307,5.628226746999999,1.539078576,7.000356208883967
87,AJAYIT_clean,MOF087,0.001155221,0.027025392,0.081926445,0.849227128,0.025870170999999997,0.767300683,0.06461137835051269
88,AJIGIL_clean,MOF088,0.050281069,3.485463167,0.050572424,1.036591616,3.435182098,0.986019192,6.826744805516252
89,AJOTEY_clean,MOF089,0.111820651,12.27637297,0.112349026,2.017083722,12.164552319,1.9047346960000002,12.356828311225255
90,AJOVEB_clean,MOF090,0.09033786,3.034918392,0.087254733,1.13633525,2.944580532,1.049080517,5.422522981664082
91,AKEDIF_clean,MOF091,0.289744686,4.223322826,0.288864129,3.863342753,3.9335781400000003,3.574478624,2.219483405896955
92,AKOBAF_clean,MOF092,0.2115293,2.830772686,0.21402616,2.391809219,2.619243386,2.1777830590000002,2.402920064371927
93,AKOXIJ_clean,MOF093,1.279293092,5.331966779,1.264341764,4.046713352,4.052673687,2.782371588,2.675135935568185
94,AKUKUO_clean,MOF094,0.198202027,2.712215692,0.195666076,1.909821962,2.5140136650000002,1.7141558860000001,2.883315747681736
95,ALAMUW_clean,MOF095,0.139893776,18.32262307,0.139728343,2.779390741,18.182729293999998,2.639662398,13.384399895042039
96,ALANAD_clean,MOF096,0.131310598,16.10911725,0.132239484,3.039280208,15.977806652,2.9070407240000002,10.76122875478608
97,ALEJEI_clean,MOF097,0.106883422,14.84440893,0.106207413,2.47044988,14.737525508000001,2.364242467,12.19965993952339
98,ALEJIM_clean,MOF098,0.114371595,14.30875869,0.111957859,2.580630498,14.194387095,2.4686726390000002,11.257371464336549
99,ALIXAU_clean_h,MOF099,0.07860334,2.335240302,0.079472305,1.478778134,2.256636962,1.399305829,3.206191214642591
100,ALIXOJ_clean,MOF100,0.104820778,13.44426835,0.104674047,2.348624474,13.339447572,2.243950427,11.622095857974152
101,ALIXUP_clean,MOF101,0.019938751,5.795832633,0.019631724,0.496870017,5.775893882,0.477238293,23.6828469323982
102,ALOLES_ion_b,MOF102,0.01699459,1.266214875,0.017048743,0.303298432,1.249220285,0.28624968900000003,8.476139757053781
103,ALOLIY_clean,MOF103,0.020989043,7.795488819,0.020550338,0.499977927,7.774499776,0.479427589,31.655806621057277
104,ALONEV_clean,MOF104,0.024985865,1.901907815,0.02434615,0.525761742,1.8769219499999998,0.5014155920000001,7.344484947616282
105,ALUJIB_clean,MOF105,0.170841144,4.586479101,0.169763687,2.027700823,4.415637957,1.8579371359999999,4.592365062714096
106,ALUKIC_clean,MOF106,0.083313674,16.177471,0.083846555,2.101230547,16.094157326,2.017383992,15.631396774063457
107,ALULEZ_clean,MOF107,0.050161449,15.2339366,0.051202245,1.341142859,15.183775150999999,1.289940614,23.062052960924905
108,ALULID_clean,MOF108,0.102140191,6.192964875,0.100829594,2.256007789,6.090824684,2.155178195,5.573382952656432
109,AMAFOK_clean,MOF109,0.235737452,1.408903098,0.233475892,1.521451999,1.173165646,1.287976107,1.880112045041736
110,AMAGAX_clean,MOF110,0.199717368,1.473352912,0.198281285,1.639051576,1.273635544,1.440770291,1.8250511001243772
111,AMILOY_clean,MOF111,0.200865974,4.627510731,0.198879016,1.924943859,4.426644757,1.726064843,4.880791206445824
112,AMILUE_clean,MOF112,0.193945878,4.034777596,0.196702894,1.878795491,3.8408317179999996,1.682092597,4.360145220168391
113,AMIMAL_clean,MOF113,0.202526737,3.674931142,0.199978247,1.899289162,3.4724044050000002,1.699310915,3.9284296372758307
114,AMIMEP_clean,MOF114,0.199156058,3.837773828,0.198706237,1.854041925,3.63861777,1.655335688,4.2026254787124415
115,AMIZIG_clean,MOF115,0.057201078,2.853318,0.058204685,0.854790619,2.796116922,0.796585934,6.777215440894049
116,AMOYOR_clean,MOF116,0.188661302,3.731606451,0.193262122,1.697727211,3.5429451490000003,1.504465089,4.4626085016927
117,AMUFOF_clean,MOF117,0.090043314,5.07214383,0.088121781,1.222216041,4.982100516,1.1340942600000001,8.425669965643838
118,AMUWUB_clean,MOF118,0.046540724,5.131784661,0.046491578,1.06537466,5.085243937,1.018883082,9.779731337040538
119,AMUXAI_clean,MOF119,0.04106207,3.009186653,0.04124046,0.970530656,2.968124583,0.929290196,6.295072435438179
120,ANIDIL_clean,MOF120,0.051024332,2.052655496,0.049748619,0.714481926,2.001631164,0.664733307,5.83291546229676
121,ANOMOG_clean,MOF121,0.184807421,14.71122417,0.184588045,3.11658245,14.526416749,2.931994405,9.583652443341643
122,ANOMUM_clean,MOF122,0.171846747,11.8587757,0.172964633,3.584815355,11.686928953,3.411850722,6.716359381191599
123,ANONAT_manual,MOF123,0.151144069,12.17732981,0.14989552,3.171586414,12.026185740999999,3.0216908940000002,7.795363703510437
124,ANUGEW_clean,MOF124,0.077666478,24.20645655,0.077699128,2.010892607,24.128790071999997,1.9331934790000003,24.44011277145425
125,ANUGIA_clean,MOF125,0.094677413,17.79503221,0.093607359,2.315851438,17.700354797,2.222244079,15.600874575747733
126,ANUGOG_clean,MOF126,0.101708459,19.35887396,0.102578093,2.526908405,19.257165501,2.424330312,15.554335244787959
127,APACAX_clean,MOF127,0.298955055,12.25746579,0.294146012,3.792667753,11.958510734999999,3.498521741,6.561705785482425
128,APARAM_clean,MOF128,0.262102616,1.207002045,0.264218843,2.046826486,0.9448994290000001,1.782607643,1.1972582562845802
129,APEBEE_clean,MOF129,0.252415529,4.514437021,0.2491361,2.45200465,4.262021492,2.2028685500000003,3.738033353178382
130,APEBUU_clean,MOF130,0.104682618,2.545438931,0.107273253,1.325911801,2.440756313,1.218638548,3.8977044861980277
131,APUPEH_clean,MOF131,0.083856234,38.81124949,0.082338383,2.108680209,38.727393256,2.026341826,37.36868070989419
132,AQEGUY_clean,MOF132,0.349071849,5.420340781,0.35131669,2.665862011,5.071268932000001,2.314545321,4.12809600329287
133,AQEQES_clean,MOF133,0.200914827,5.183334691,0.203278689,3.10407498,4.982419864,2.900796291,3.390298300787863
134,AQEQIW_clean,MOF134,0.249635134,4.74956021,0.250713576,3.461053006,4.499925076,3.2103394300000003,2.7861597237178217
135,AQIQAU_clean,MOF135,0.122456495,10.65001835,0.123620887,2.586136667,10.527561855,2.46251578,8.361029331783524
136,AQIXUV_clean,MOF136,0.054011809,3.433393751,0.053540509,1.131192184,3.379381942,1.077651675,6.16237438295347
137,AQOLEZ_clean,MOF137,0.160939672,2.352076727,0.160902951,2.621740289,2.191137055,2.4608373379999997,1.8214727547078307
138,AQOLID_clean,MOF138,0.149232907,1.885717186,0.14737593,2.049448852,1.736484279,1.9020729219999999,1.8681009351826963
139,AQOLOJ_clean,MOF139,0.492278185,4.084437689,0.488048611,3.927269435,3.5921595039999996,3.439220824,2.1115552050379263
140,AQOLUP_clean,MOF140,0.159093872,2.260603981,0.157956926,2.56971683,2.101510109,2.411759904,1.7860766055454422
141,AQOMAW_clean,MOF141,0.140428424,3.376247065,0.143389154,1.978789326,3.235818641,1.835400172,3.464140703132746
142,AQOMEA_clean,MOF142,0.137293451,2.125741527,0.13520974,2.464086288,1.988448076,2.3288765479999998,1.7515212372745819
143,AQOMEA01_clean,MOF143,0.144082052,2.166793542,0.144944063,2.500483026,2.0227114900000003,2.355538963,1.75935907127555
144,AQUCOF_clean,MOF144,0.064912604,5.488416114,0.064833177,1.495885483,5.42350351,1.431052306,7.449198481069946
145,AQUCOG_clean,MOF145,0.076851423,5.029275842,0.077440002,1.876684695,4.952424419,1.7992446930000001,5.440953405464003
146,AQUCUM_clean,MOF146,0.077186735,4.411265622,0.077715564,1.912662009,4.334078887,1.834946445,4.6825868437156695
147,AQUDAS_clean,MOF147,0.064410961,5.655372658,0.065507608,1.506265313,5.590961697,1.4407577050000002,7.622906898228694
148,AQUDIB_clean,MOF148,0.074433792,5.213814857,0.074140394,1.837587023,5.139381065,1.763446629,5.760611046503924
149,ARADEE_clean,MOF149,0.137164386,8.676028053,0.135227398,2.755339693,8.538863667,2.6201122949999998,6.393028813017575
150,ARAFEF_clean,MOF150,0.105448313,2.852530799,0.107034854,2.574395056,2.747082486,2.467360202,2.24965547216403
151,ARAFIJ_clean,MOF151,0.12393907,3.148600122,0.122873821,2.566968533,3.024661052,2.444094712,2.490335306696606
152,ARAFOP_clean,MOF152,0.156843175,2.69350122,0.156215358,1.843561752,2.536658045,1.687346394,2.9663360520244235
153,ARAGOR_clean,MOF153,0.170622981,6.738947763,0.166338135,2.309154068,6.5683247819999995,2.1428159329999996,5.925159457256591
154,ARINUL_clean,MOF154,0.137792792,1.42801204,0.134827609,2.013541729,1.290219248,1.87871412,1.439899223524467
155,AROFAP_clean,MOF155,0.331771582,4.698502612,0.334908919,3.220734516,4.36673103,2.8858255969999997,2.96186601026581
156,AROFET_clean,MOF156,0.113670641,9.170788507,0.113190462,2.364141842,9.057117865999999,2.25095138,7.875787892776656
157,ARUYES_clean,MOF157,0.244889928,4.006799468,0.245782465,2.491494228,3.7619095399999996,2.245711763,3.2651157728056233
158,ARUYUH_clean,MOF158,0.218461171,1.079203937,0.220794168,2.785880184,0.860742766,2.565086016,0.786505836177074
159,ARUYUH01_clean,MOF159,0.296845639,1.690899253,0.294160472,3.137543184,1.394053614,2.843382712,1.0941802792738966
160,ASACON_clean,MOF160,0.184238414,2.492239477,0.182526076,1.404277469,2.308001063,1.221751393,3.603277467662582
161,ASADAA_clean,MOF161,0.11355691,1.193892056,0.114264069,1.650662256,1.080335146,1.5363981869999999,1.4684788789109595
162,ASANAL_clean,MOF162,0.194842555,1.62389321,0.194904992,1.97723521,1.4290506550000002,1.7823302179999998,1.667477540596455
163,ASEKAM_clean,MOF163,0.14356376,3.94569995,0.145448393,1.832712676,3.8021361899999997,1.6872642830000002,4.371097919525447
164,ASINAT_clean,MOF164,0.120790054,9.225332544,0.120044872,2.471245704,9.10454249,2.3512008320000004,7.5792627941929505
165,ASINEX_clean,MOF165,0.099740083,8.622830709,0.100969348,2.311366929,8.523090626,2.210397581,7.57428822685761
166,ASINIB_clean,MOF166,0.098861075,8.725654528,0.098090397,2.283198219,8.626793453,2.185107822,7.759169870645278
167,ASIQEA_clean,MOF167,0.086104538,6.09608542,0.086168498,1.981615952,6.009980882,1.8954474540000001,6.245862468315516
168,ASIQIE_clean,MOF168,0.086135604,6.477620369,0.087243023,2.013939418,6.391484765,1.926696395,6.530252174811613
169,ASIVAB_clean,MOF169,0.086086019,20.01919984,0.084958168,2.159869115,19.933113821,2.074910947,18.81828941259431
170,ASIVEF_clean,MOF170,0.093905835,16.79015915,0.093655097,2.331793326,16.696253315,2.238138229,14.619267763319412
171,ASOHUL_clean,MOF171,0.092119325,5.379080702,0.091842189,1.762527241,5.286961377000001,1.6706850519999998,6.196309251548841
172,ASOSUY_clean,MOF172,0.164074403,17.95180606,0.162296409,2.714784631,17.787731657,2.552488222,13.425597679770533
173,ASOVEL_clean,MOF173,0.146803063,6.160436005,0.146353769,2.001587716,6.013632942,1.8552339469999999,6.248815272475121
174,ASOYOY_clean,MOF174,0.117689479,4.745369267,0.118036487,2.32996886,4.627679788,2.2119323730000002,4.135049943412964
175,ASUWUI_clean,MOF175,0.124243755,6.459113631,0.119501566,1.722653805,6.334869876,1.603152239,7.612648542630949
176,ATAFIK_clean,MOF176,0.168997157,7.590477699,0.16872781,2.924811338,7.421480542,2.756083528,5.269047501800704
177,ATAYAX_clean,MOF177,0.163387227,16.4869596,0.164605285,3.385230103,16.323572372999998,3.220624818,9.888108937321368
178,ATAYEB_clean,MOF178,0.149552954,16.4408438,0.148829135,3.253836061,16.291290846,3.1050069259999997,10.258628388800929
179,ATEYED_clean,MOF179,0.096792512,2.078918748,0.098084116,2.472375639,1.982126236,2.374291523,1.7071981163531362
180,ATEYUV_clean,MOF180,0.164323297,14.05557515,0.163623905,3.249325199,13.891251853,3.0857012939999997,8.78246253359911
181,ATEZAC_clean,MOF181,0.111725154,14.29643795,0.111693248,2.496850694,14.184712796,2.385157446,11.625084896816118
182,ATEZEG_clean,MOF182,0.162559734,13.64177783,0.162795213,3.274659618,13.479218096,3.111864405,8.457960856366997
183,ATEZIK_clean,MOF183,0.134304453,13.42742977,0.133762196,2.900925255,13.293125317,2.767163059,9.397605575746597
184,ATIBAG_clean,MOF184,0.064948238,2.277175352,0.065706681,1.079718954,2.212227114,1.014012273,4.281999496784762
185,ATIBOU_clean,MOF185,0.065020091,2.268043702,0.064240891,1.066739206,2.203023611,1.002498315,4.316721439626456
186,ATIBOU01_clean,MOF186,0.06655933,2.297870457,0.067380045,1.110915696,2.231311127,1.043535651,4.199574611187157
187,ATIBOU02_clean,MOF187,0.067099022,2.308028799,0.066102668,1.10149983,2.2409297770000003,1.035397162,4.254197537766632
188,ATICAH_clean,MOF188,0.065690714,2.295987923,0.065529445,1.07405698,2.230297209,1.008527535,4.340134019338584
189,ATICEL_clean,MOF189,0.060694573,2.278459116,0.059225589,1.022492461,2.217764543,0.9632668719999999,4.524202010362171
190,ATIJUJ_manual,MOF190,0.026233896,1.510295028,0.026173107,0.678823737,1.4840611320000001,0.65265063,4.517161679630541
191,ATIXUX_clean,MOF191,0.232111793,2.058730657,0.226279786,2.128595204,1.8266188639999998,1.9023154179999997,1.9636646195717207
192,ATOGEV_clean,MOF192,0.233489427,4.968236598,0.230926359,2.314300926,4.7347471709999995,2.083374567,4.3585627551107065
193,ATOWIQ_clean,MOF193,0.109873147,7.215669177,0.108985733,2.539773737,7.10579603,2.430788004,5.768228398578512
194,ATOWOW_clean,MOF194,0.102718165,7.465334948,0.103490913,2.462937648,7.362616783,2.359446735,6.153989395330204
195,ATULIM_clean,MOF195,0.2810326,0.46149962,0.287909582,1.282487166,0.18046701999999998,0.994577584,0.7305991839997072
196,ATUZEW_clean,MOF196,0.279461528,11.57207267,0.2768726,3.126111105,11.292611142,2.849238505,7.515668323883159
197,AVAJUE_clean,MOF197,0.092315212,17.46559714,0.092127157,2.436906685,17.373281928,2.3447795279999997,14.551420872069192
198,AVAKAL_clean,MOF198,0.084051954,17.55387363,0.083210181,2.240675013,17.469821676,2.157464832,15.905779560967261
199,AVAKEP_clean,MOF199,0.087555565,15.50939767,0.088648004,2.302479884,15.421842105,2.21383188,13.676027011741642
200,AVEHAM_clean,MOF200,0.090574934,1.879260455,0.093399384,1.125437454,1.7886855210000001,1.03203807,3.3902090097982036
201,AVELOD_clean,MOF201,0.092577268,3.694286156,0.094035654,2.086049263,3.601708888,1.992013609,3.5955624396648456
202,AVELUJ_clean,MOF202,0.098976506,3.540485791,0.097910467,2.19901564,3.441509285,2.1011051729999997,3.268853072010039
203,AVEMAQ_clean,MOF203,0.089802428,2.903902612,0.089784431,1.995308981,2.814100184,1.90552455,2.954831722299798
204,AVEQID_clean,MOF204,0.148797843,16.21182728,0.150488468,3.292480681,16.063029437,3.141992213,9.996997778385245
205,AVESOL_clean,MOF205,0.323082553,13.76623999,0.324020926,5.07819736,13.443157437,4.754176434,5.503850438687118
206,AVESUR_clean,MOF206,0.172522637,9.189533137,0.175437159,3.130804998,9.0170105,2.955367839,5.959341762594572
207,AVETAY_clean,MOF207,0.320903381,12.42517427,0.32199737,3.889002725,12.104270888999999,3.567005355,6.486719284164102
208,AVIHIY_clean,MOF208,0.142714507,3.307738474,0.140498913,2.106421626,3.165023967,1.9659227129999999,3.1882085544122316
209,AVIMIC_clean,MOF209,0.102782405,1.445698367,0.100571529,0.865260439,1.3429159620000002,0.76468891,3.3922801079597753
210,AVIMOI_clean,MOF210,0.323722963,5.579347315,0.326657568,2.427353159,5.255624352,2.100695591,4.666715149691811
211,AVIPAX_clean,MOF211,0.242133229,11.49450643,0.242846952,3.329291564,11.252373201,3.086444612,7.0096988467504096
212,AVIPOL_clean,MOF212,0.201913551,11.51938961,0.202830148,3.246406115,11.317476058999999,3.043575967,7.204228554265226
213,AVITUU_clean,MOF213,0.10778152,2.834852885,0.110541459,2.533964735,2.727071365,2.4234232760000003,2.2713853604118084
214,AVUCEA_clean,MOF214,0.171088326,11.3215597,0.171853115,3.169378214,11.150471374,2.9975250989999997,7.252588809101553
