Adsorbent,CO2_0.1bar,CO2_2.67bar,CH4_0.2bar,CH4_5.33bar,CO2_wc,CH4_wc,CO2_sc,CO2_3p,CH4_3p,CO2_3p_sim,CH4_3p_sim,CH4_Isotherm_1,par_1_CH4,par_2_CH4,Acc_CH4(-R2),CO2_Isotherm_1,par_1_CO2,par_2_CO2,Acc_CO2(-R2),CO2_4p,CH4_4p,CO2_4p_sim,CH4_4p_sim,CH4_Isotherm_2,par_CH4_2,Acc_CH4(-R2)_2,CO2_Isotherm_2,par_CO2_2,Acc_CO2(-R2)_2,CO2_5p,CO2_5p_sim,CO2_Isotherm_3,par_CO2_3,Acc_CO2(-R2)_3,CH4_Isotherm_3,Density,
ABAYIO_clean,0.169745442,10.72188883,0.172653733,2.285920715,10.55214339,2.113266982,9.522938936,10,10,11.57957515,3.496217994,Lang,8.798630815,0.065903398,-0.999401132,Lang,11.9271238,3.331825133,-0.902151328,6,NaN,11.22694025,NaN,NaN,NaN,-0.999401132,Sips,[11.64827151  1.57883023  2.02842344],-0.99942128,NaN,NaN,NaN,NaN,-0.99942128,,949.1242313,
ABAYOU_clean,0.175452392,10.06287768,0.175834396,2.380967811,9.887425288,2.205133415,8.580834631,10,10,10.69230758,3.597640271,Lang,8.631916664,0.071562985,-0.999512404,Lang,10.9416042,4.289000131,-0.861115609,1.4,NaN,9.81844557,NaN,NaN,NaN,-0.999512404,Sips,[10.69975654  4.86071556  2.46472194],-0.997384953,NaN,NaN,NaN,NaN,-0.997384953,,979.265817,
ABEXIQ_clean,0.072952876,4.337089226,0.073885831,1.04255432,4.26413635,0.968668489,8.44618379,10,10,4.692431856,1.396651689,Lang,2.280738451,0.158072417,-0.999982768,Lang,4.836780456,3.250763462,-0.906161751,6,NaN,4.619788313,NaN,NaN,NaN,-0.999982768,Quad,[2.36111661 0.         1.57916879],-0.999971292,NaN,NaN,NaN,NaN,-0.999971292,,1787.597317, 
ABIYIV_clean,0.05889293,2.100676923,0.057875859,0.893128783,2.041783993,0.835252924,4.775359168,10,10,2.109888468,1.230542045,Lang,2.16332442,0.131921693,-0.99999296,Lang,3.254876284,0.184360045,-0.622211132,1.4,NaN,2.098016805,NaN,NaN,NaN,-0.99999296,Sips,[ 2.1073188  49.95354977  3.23679844],-0.999982825,NaN,NaN,NaN,NaN,-0.999982825,,1346.589435,
ABULOB_clean,0.750060271,8.645048196,0.764849604,4.643176564,7.894987925,3.87832696,3.780185248,10,10,8.646771517,5.097971073,Lang,5.764482533,0.76502543,-0.999982779,Lang,9.675809912,0.840430725,-0.908328007,1.4,NaN,8.645813783,NaN,NaN,NaN,-0.999982779,Sips,[   8.64570984 3428.05413242    4.55734794],-0.999999958,NaN,NaN,NaN,NaN,-0.999999958,,1319.225815,
ABUWOJ_clean,0.164813,7.755090338,0.16571521,2.693381272,7.590277338,2.527666062,5.84587989,10,10,8.378416523,3.764933462,Lang,6.895077872,0.120273587,-0.999997937,Lang,8.631117017,3.315561939,-0.905848327,6,NaN,8.094928169,NaN,NaN,NaN,-0.999997937,Quad,[4.22120397 0.05982102 1.69792647],-0.999249227,NaN,NaN,NaN,NaN,-0.999249227,,1158.433869,
ACAJIZ_clean,0.078385527,2.19084153,0.080130668,1.228593688,2.112456003,1.14846302,3.620458286,10,10,3.192579676,1.677136788,Lang,2.875176326,0.139990129,-0.999997548,Lang,3.830604934,0.500392076,-0.997853609,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997548,NaN,NaN,-0.997853609,NaN,NaN,NaN,NaN,-0.997853609,,1301.466957,
ACIBOE_clean,0.154150085,10.3786027,0.152755841,3.010865134,10.22445262,2.858109293,6.998556087,10,10,11.21250817,4.363150274,Lang,9.011075005,0.093993265,-0.999978207,Lang,11.55056368,3.316763411,-0.902253562,6,NaN,11.00711772,NaN,NaN,NaN,-0.999978207,Quad,[ 5.63590524 -0.03517431  1.55996153],-0.999911127,NaN,NaN,NaN,NaN,-0.999911127,,1101.039638,
ACOLOV_clean,0.106219605,8.835797282,0.106328071,2.369898932,8.729577677,2.263570861,7.569667109,10,10,10.60114792,3.833571979,Lang,12.99051888,0.041865166,-0.999999664,Lang,11.43319375,1.27406283,-0.977734458,6,NaN,9.827651877,NaN,NaN,NaN,-0.999999664,Sips,[10.80320243  0.7217949   1.86147049],-0.996935667,NaN,NaN,NaN,NaN,-0.996935667,,863.405918,
acs.cgd.5b01686_WAHFUJ1434675_clean,0.111306366,3.276821852,0.10954957,1.547864632,3.165515486,1.438315062,4.298141581,10,10,3.985735582,2.046887301,Lang,3.238518436,0.17177264,-0.999998049,Lang,4.326685123,1.168974351,-0.986295255,6,NaN,3.797029828,NaN,NaN,NaN,-0.999998049,Sips,[4.12822464 0.88039278 1.5020498 ],-0.99986821,NaN,NaN,NaN,NaN,-0.99986821,,1284.622931,
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.375262756,11.71234201,0.376056273,3.009376695,11.33707925,2.633320422,7.901836787,10,10,13.46948633,4.518252066,Freu,1.021217909,0.645851931,-0.99997472,Lang,14.24811985,1.729897493,-0.970511003,6,NaN,12.79457105,NaN,NaN,NaN,-0.99997472,Sips,[13.74423083  1.17308572  1.62109215],-0.999012641,NaN,NaN,NaN,NaN,-0.999012641,,772.5881301,
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.199126208,13.6812251,0.200310293,3.107827638,13.48209889,2.907517345,8.9377649,10,10,16.90338795,4.983475688,Lang,16.01463585,0.045176341,-0.999721207,Lang,18.4896026,1.065650112,-0.984075918,6,NaN,15.62792875,NaN,NaN,NaN,-0.999721207,Sips,[17.34837035  0.66413625  1.75737374],-0.997504471,NaN,NaN,NaN,NaN,-0.997504471,,645.1381148,
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.159752162,13.29930189,0.160872328,3.260082843,13.13954973,3.099210515,8.282492878,10,10,14.32596252,4.923650581,Lang,11.79038462,0.071702941,-0.999997103,Lang,14.74045981,3.456209596,-0.894625405,1.4,NaN,12.98819936,NaN,NaN,NaN,-0.999997103,Quad,[6.99333032 0.         4.82631385],-0.995782469,NaN,NaN,NaN,NaN,-0.995782469,,897.6855151,
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.127739769,7.703975283,0.130104855,2.917611771,7.576235514,2.787506916,5.361030044,10,10,9.784039745,4.689717985,Lang,15.28705962,0.044253713,-0.999998478,Lang,10.85127207,0.916776747,-0.988115221,6,NaN,8.847551806,NaN,NaN,NaN,-0.999998478,Sips,[10.11716958  0.61283701  1.68055962],-0.995410477,NaN,NaN,NaN,NaN,-0.995410477,,906.4594411,
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.350216585,8.021749465,0.348984808,3.414441731,7.67153288,3.065456923,4.769910729,10,10,8.701625357,4.138559612,Lang,5.460155236,0.313249489,-0.999909403,Lang,8.978821589,3.1391575,-0.925106976,6,NaN,8.430213503,NaN,NaN,NaN,-0.999909403,Quad,[4.41469678 0.42328938 2.10128342],-0.999561311,NaN,NaN,NaN,NaN,-0.999561311,,1176.693268,
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.453771833,11.94157059,0.447108042,4.211612593,11.48779876,3.764504551,5.756703975,10,10,13.49715924,6.003877809,Lang,11.67380242,0.105990152,-0.997392309,Lang,14.1695382,2.007417236,-0.963867776,6,NaN,12.88764878,NaN,NaN,NaN,-0.997392309,Quad,[6.90571721 0.42838318 1.32793697],-0.999167913,NaN,NaN,NaN,NaN,-0.999167913,,761.3233117,
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.211497344,15.19990262,0.207864371,2.826075815,14.98840528,2.618211444,10.91987985,10,10,16.72110972,4.381211856,Lang,11.72906886,0.059598991,-0.999453452,Lang,17.3537112,2.643113502,-0.92990418,6,NaN,16.28978353,NaN,NaN,NaN,-0.999453452,Quad,[8.4255288  0.         1.29087724],-0.999775767,NaN,NaN,NaN,NaN,-0.999775767,,822.8038236,
acs.inorgchem.6b01569_ic6b01569_si_002_clean,0.037235148,3.410326418,0.037554698,0.775627312,3.37309127,0.738072614,8.926962671,10,10,4.395060977,1.22734025,Lang,3.66036655,0.050445067,-0.99999863,Lang,4.911644638,0.850760479,-0.988415668,15,NaN,4.737112238,NaN,NaN,NaN,-0.99999863,Quad,[2.41610299 0.08426167 0.35850915],-0.995299245,NaN,NaN,NaN,NaN,-0.995299245,,1113.249959,
acs.inorgchem.6b01762_ic6b01762_si_002_clean,0.01095113,4.479262015,0.010935756,0.278348268,4.468310885,0.267412512,32.67223219,10,10,4.665352817,0.499042826,Lang,5.253320833,0.010496758,-0.999999959,Lang,4.737037654,6.508058156,-0.751813826,1.4,NaN,4.322499272,NaN,NaN,NaN,-0.999999959,Sips,[4.66597136 4.2121168  3.25292273],-0.99866925,NaN,NaN,NaN,NaN,-0.99866925,,2311.991195,
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.475362727,8.345354339,0.476296855,4.205092346,7.869991612,3.728795491,4.029304664,10,10,8.860113713,4.943558482,Lang,6.18287823,0.399000642,-0.999967284,Lang,9.06375934,4.350750371,-0.883076676,1.4,NaN,8.047979743,NaN,NaN,NaN,-0.999967284,Quad,[4.43646101 0.10927133 5.34191942],-0.998468831,NaN,NaN,NaN,NaN,-0.998468831,,1121.915187,
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.161429364,10.47847313,0.160648716,3.015096651,10.31704377,2.854447935,7.05598467,10,10,12.21793462,4.612650149,Lang,11.63003316,0.065704883,-0.999990233,Lang,13.0042915,1.553753979,-0.970334888,6,NaN,11.6765703,NaN,NaN,NaN,-0.999990233,Sips,[12.41947328  0.89351217  1.83153888],-0.999398895,NaN,NaN,NaN,NaN,-0.999398895,,908.7728807,
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.122032976,7.615089318,0.121901721,1.476267143,7.493056342,1.354365422,10.47299535,10,10,8.078506355,2.065562556,Lang,3.79419345,0.119591241,-0.999442149,Lang,8.261641535,4.411229225,-0.854775413,1.4,NaN,7.23026889,NaN,NaN,NaN,-0.999442149,Sips,[8.08719825 3.77354147 2.39146639],-0.998263787,NaN,NaN,NaN,NaN,-0.998263787,,1272.373821,
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.045822476,20.91901347,0.046263847,1.177443479,20.87319099,1.131179632,36.07131654,10,10,24.45727382,2.228682479,Freu,0.215803943,1.013985977,-0.999993068,Lang,26.06305402,1.52308809,-0.966802966,6,NaN,23.21501064,NaN,NaN,NaN,-0.999993068,Quad,[12.39339777  0.          0.756697  ],-0.998736384,NaN,NaN,NaN,NaN,-0.998736384,,628.5690156,
acscombsci.5b00188_3001288_clean,0.072764533,54.50464288,0.071475339,1.954368817,54.43187835,1.882893478,56.62234305,10,10,69.04882498,3.609494615,Lang,108.0787321,0.003454948,-0.999998408,Lang,76.4829089,0.928814124,-0.984375811,6,NaN,62.20871901,NaN,NaN,NaN,-0.999998408,Quad,[35.24951979  0.          0.47772233],-0.993420381,NaN,NaN,NaN,NaN,-0.993420381,,156.1238367,
acscombsci.5b00188_5013797_clean,0.099396208,13.58594243,0.100039228,2.37546144,13.48654622,2.275422212,11.6118829,10,10,16.18903022,4.092317132,Lang,23.359203,0.021239873,-0.999999811,Lang,17.40369476,1.332809258,-0.974578881,6,NaN,14.97712959,NaN,NaN,NaN,-0.999999811,Quad,[8.21556247 0.         0.66967833],-0.996195453,NaN,NaN,NaN,NaN,-0.996195453,,664.9891754,
acscombsci.5b00188_5020072_clean,0.062522886,16.60366194,0.063276132,1.576616698,16.54113905,1.513340566,21.38152234,10,10,22.14760083,2.959072967,Freu,0.295516662,1.00057369,-0.999995741,Lang,25.21431161,0.722196723,-0.989865523,15,NaN,24.05088677,NaN,NaN,NaN,-0.999995741,Sips,[24.72383252  0.56367954  1.30001781],-0.997171187,NaN,NaN,NaN,NaN,-0.997171187,,429.6174282,
acscombsci.5b00188_5024922_clean,0.065669725,30.14497908,0.06494245,1.697107507,30.07930936,1.632165057,36.06338557,10,10,38.70097995,3.129244512,Lang,84.91140825,0.003826319,-1,Lang,43.16347587,0.867244899,-0.986136686,15,NaN,41.76637978,NaN,NaN,NaN,-1,Quad,[21.15041796  0.          0.34780531],-0.994624358,NaN,NaN,NaN,NaN,-0.994624358,,295.0160565,
acscombsci.5b00188_5036495_clean,0.067635629,20.30916152,0.068556669,1.811155969,20.24152589,1.7425993,22.76653854,10,10,28.07783987,3.35004899,Lang,109.7421776,0.003148567,-0.999999941,Lang,32.62347309,0.617688231,-0.991990216,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999941,NaN,NaN,-0.991990216,NaN,NaN,NaN,NaN,-0.991990216,,338.3863274,
acscombsci.5b00188_5040209_clean,0.356239072,7.184700215,0.35008548,2.892751505,6.828461143,2.542666025,5.042644898,10,10,8.014723473,3.693115177,Lang,5.397581713,0.216770962,-0.997402858,Lang,8.366811404,2.276344157,-0.95956034,6,NaN,7.660283237,NaN,NaN,NaN,-0.997402858,Quad,[4.10164412 0.60242684 1.6733402 ],-0.999115304,NaN,NaN,NaN,NaN,-0.999115304,,1046.355439,
acscombsci.5b00188_8372_clean,0.081176018,7.666964676,0.082490954,1.875791316,7.585788658,1.793300362,8.298503934,10,10,8.368368608,3.159649494,Lang,14.43852708,0.028013867,-0.999999124,Lang,8.656854052,2.900837072,-0.917618555,6,NaN,7.849055889,NaN,NaN,NaN,-0.999999124,Quad,[4.14195797 0.02984553 2.32345159],-0.996708913,NaN,NaN,NaN,NaN,-0.996708913,,958.9444683,
ACUBAB_clean,0.194357409,2.619061589,0.194720846,1.472116259,2.42470418,1.277395413,3.612139088,10,10,2.642124909,1.683849384,Lang,2.014600375,0.509269337,-0.999944402,Lang,3.027296836,0.686169731,-0.889686351,1.4,NaN,2.587648235,NaN,NaN,NaN,-0.999944402,Sips,[ 2.64260695 20.85947271  2.4195579 ],-0.99996821,NaN,NaN,NaN,NaN,-0.99996821,,2309.76371,
ACUFEK_clean,0.093178182,15.58377128,0.094129696,2.307095408,15.4905931,2.212965712,13.71411774,10,10,20.66581459,4.151974219,Lang,47.61164884,0.00955359,-0.999998653,Lang,23.45158601,0.74183469,-0.989855641,15,NaN,22.65733793,NaN,NaN,NaN,-0.999998653,Sips,[23.0868044   0.32825758  1.87822652],-0.99255964,NaN,NaN,NaN,NaN,-0.99255964,,559.4252702,
ACUJOZ_manual,0.095649007,17.66838747,0.096530544,2.295784989,17.57273846,2.199254445,15.62523529,10,10,18.91870681,3.991067241,Lang,25.33516604,0.018697757,-0.999999385,Lang,19.41928549,3.779404602,-0.876511495,1.4,NaN,17.1954779,NaN,NaN,NaN,-0.999999385,Sips,[18.92542537  3.78197484  2.87188357],-0.996132945,NaN,NaN,NaN,NaN,-0.996132945,,694.2844869,
ADARAA_clean,0.123128616,11.48696945,0.123114116,2.520979667,11.36384083,2.397865551,9.251176909,10,10,13.14881668,3.974651331,Lang,11.6259818,0.051947189,-0.999998317,Lang,13.8802781,1.797609401,-0.960532768,6,NaN,12.52012366,NaN,NaN,NaN,-0.999998317,Quad,[6.65060616 0.00776103 0.8959012 ],-0.998785786,NaN,NaN,NaN,NaN,-0.998785786,,881.9265145,
ADASEF_clean,0.088893186,12.79297098,0.085969567,2.02003132,12.70407779,1.934061753,12.85802229,10,10,18.93573181,3.520629805,Lang,23.13854044,0.017945998,-0.999998254,Lang,22.94974594,0.47174137,-0.995167317,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998254,NaN,NaN,-0.995167317,NaN,NaN,NaN,NaN,-0.995167317,,435.6029957,
ADASIJ_clean,0.107735373,14.23942267,0.105635096,2.543186743,14.1316873,2.437551647,11.36776254,10,10,15.21383691,4.385840268,Lang,25.34340809,0.02092724,-1,Lang,15.60275648,3.911820515,-0.871880711,1.4,NaN,13.69473709,NaN,NaN,NaN,-1,Sips,[15.22216231  3.60911051  2.70443355],-0.996889173,NaN,NaN,NaN,NaN,-0.996889173,,629.2477411,
ADASOP_clean,0.12726069,15.13299827,0.124516673,2.839745668,15.00573758,2.715228995,10.81948028,10,10,15.57493199,4.796762643,Lang,22.47240219,0.027137705,-0.999999067,Lang,15.74239242,9.300680563,-0.640303682,1.4,NaN,14.36460731,NaN,NaN,NaN,-0.999999067,Sips,[15.58079911  4.67553186  2.75416438],-0.999688903,NaN,NaN,NaN,NaN,-0.999688903,,631.679137,
ADASUV_clean,0.098538755,13.50310676,0.099309598,2.344161637,13.40456801,2.244852039,11.69518268,10,10,14.69084601,4.144835031,Lang,33.56500444,0.014088015,-0.999996949,Lang,15.17714331,3.021006416,-0.910806216,6,NaN,14.33669734,NaN,NaN,NaN,-0.999996949,Quad,[ 7.36611085 -0.12692161  1.30370725],-0.999726513,NaN,NaN,NaN,NaN,-0.999726513,,625.690608,
ADATAC_clean,0.098728067,15.03781286,0.097776898,2.316487601,14.93908479,2.218710703,13.18000451,10,10,24.21674478,4.177086049,Lang,50.16876746,0.009082147,-0.999994433,Lang,31.14047288,0.349764521,-0.996931388,NaN,NaN,NaN,NaN,NaN,NaN,-0.999994433,NaN,NaN,-0.996931388,NaN,NaN,NaN,NaN,-0.996931388,,337.282717,
ADATEG_manual,0.08029517,19.50454968,0.078283483,2.029615495,19.42425451,1.951332012,19.51115688,10,10,31.24770965,3.883275152,Freu,0.36148069,1.03111349,-0.999987487,Lang,40.0257169,0.355977639,-0.996612848,NaN,NaN,NaN,NaN,NaN,NaN,-0.999987487,NaN,NaN,-0.996612848,NaN,NaN,NaN,NaN,-0.996612848,,238.7733928,
ADATIK_clean,0.077957047,14.93132957,0.078177167,1.904237471,14.85337252,1.826060304,15.9198231,10,10,21.61387392,3.433821887,Lang,41.29392213,0.009069784,-0.999997943,Lang,25.82383615,0.513402318,-0.994240387,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997943,NaN,NaN,-0.994240387,NaN,NaN,NaN,NaN,-0.994240387,,377.5735272,
ADOBIF_clean,0.07696521,6.076445156,0.077618537,1.202505307,5.999479946,1.12488677,10.25943498,10,10,6.484059413,1.719689743,Lang,3.377725915,0.103718504,-0.99994285,Lang,6.646463779,3.992539924,-0.871369387,1.4,NaN,5.900675847,NaN,NaN,NaN,-0.99994285,Sips,[6.4873808  4.27067639 2.54844323],-0.997005111,NaN,NaN,NaN,NaN,-0.997005111,,1588.726486,
ADOCEC_clean,0.078533121,5.768235341,0.079499205,1.222555459,5.68970222,1.143056254,9.579332869,10,10,6.41715075,1.71585692,Lang,3.180090561,0.117179651,-0.999968357,Lang,6.691349749,2.340325151,-0.941735501,6,NaN,6.189253134,NaN,NaN,NaN,-0.999968357,Quad,[3.23805259 0.01345969 1.16107348],-0.999391072,NaN,NaN,NaN,NaN,-0.999391072,,1535.426787,
ADOGEH_clean,0.375334891,11.41337407,0.373907815,2.649173313,11.03803918,2.275265498,8.747109087,10,10,11.41507252,3.926418496,Freu,0.930389466,0.625331782,-0.999823266,Lang,16.57651211,0.221261849,-0.659771652,1.4,NaN,11.41257221,NaN,NaN,NaN,-0.999823266,Sips,[ 11.41508527 174.44845344   3.71020744],-0.999997116,NaN,NaN,NaN,NaN,-0.999997116,,1019.907608,
ADUROI_clean,0.058581733,16.51485108,0.05898173,1.488958686,16.45626935,1.429976956,22.5191958,10,10,20.67959855,2.792147812,Freu,0.279733113,0.999193859,-0.999997652,Lang,22.77134893,0.988625379,-0.983344586,6,NaN,18.96400175,NaN,NaN,NaN,-0.999997652,Quad,[10.54454015  0.          0.5062334 ],-0.996075977,NaN,NaN,NaN,NaN,-0.996075977,,402.5791642,
ADUWIH_clean,0.111479127,14.21521389,0.110593014,2.622004836,14.10373476,2.511411822,11.00729924,10,10,16.50035155,4.329602835,Lang,16.86626591,0.034535531,-0.999997107,Lang,17.52662866,1.607787153,-0.965956894,6,NaN,15.46248235,NaN,NaN,NaN,-0.999997107,Quad,[8.35389973 0.         0.7994541 ],-0.997363285,NaN,NaN,NaN,NaN,-0.997363285,,722.1518464,
ADUWON_clean,0.134444291,22.29945997,0.133678428,3.165022801,22.16501568,3.031344373,14.3046872,10,10,25.80691186,5.440660769,Lang,30.32861026,0.021860623,-0.999999807,Lang,27.3753553,1.645388062,-0.964034499,6,NaN,24.57122738,NaN,NaN,NaN,-0.999999807,Quad,[13.0636168   0.          0.81586701],-0.998890398,NaN,NaN,NaN,NaN,-0.998890398,,521.2423379,
AFEJOK_ion_b,0.169980562,9.363743011,0.170811037,2.701740331,9.193762449,2.530929294,7.036662847,10,10,9.546475822,3.616455828,Lang,5.894000532,0.15878743,-0.999982345,Lang,9.614822212,13.96778276,-0.486531823,1.4,NaN,9.209151459,NaN,NaN,NaN,-0.999982345,Sips,[ 9.54798765 10.6980966   2.77101773],-0.999750735,NaN,NaN,NaN,NaN,-0.999750735,,1101.287011,
AFITUF_clean,0.120286472,3.758965144,0.121842917,1.734096817,3.638678672,1.6122539,4.401045113,10,10,4.435729431,2.386516097,Lang,4.182537763,0.132977933,-0.999932639,Lang,4.747067735,1.424782957,-0.979346017,6,NaN,4.174220923,NaN,NaN,NaN,-0.999932639,Sips,[4.55343929 1.01111996 1.57130182],-0.99873194,NaN,NaN,NaN,NaN,-0.99873194,,1322.884726,
AFOVEX_clean,0.165629528,6.604719662,0.163962221,2.662449231,6.439090134,2.49848701,5.03655889,10,10,8.351430416,3.862664347,Lang,7.956144251,0.094361472,-0.999961338,Lang,9.241746004,0.938050465,-0.989426299,6,NaN,7.684378729,NaN,NaN,NaN,-0.999961338,Sips,[8.69204887 0.69013139 1.55056085],-0.99802282,NaN,NaN,NaN,NaN,-0.99802282,,1022.053947,
AFUKET_clean,0.298199343,6.673551618,0.301146271,2.854570192,6.375352275,2.553423921,4.746540166,10,10,7.698057858,3.865783478,Lang,6.489591012,0.147434595,-0.998031139,Lang,8.154028726,1.688278418,-0.975936282,6,NaN,7.307697646,NaN,NaN,NaN,-0.998031139,Sips,[7.89088182 1.25217707 1.50355437],-0.999123461,NaN,NaN,NaN,NaN,-0.999123461,,959.6904501,
AFUKIX_clean,0.12079669,10.07591525,0.120661922,2.497157359,9.95511856,2.376495437,8.192179476,10,10,11.58569845,4.021558285,Lang,13.21969284,0.043711985,-0.999995061,Lang,12.25459444,1.732112617,-0.963266265,6,NaN,11.0065821,NaN,NaN,NaN,-0.999995061,Sips,[11.73279262  0.90518523  1.93958931],-0.998701667,NaN,NaN,NaN,NaN,-0.998701667,,784.2839795,
AGABIU_clean,0.044403976,14.55867438,0.044712686,1.140291938,14.5142704,1.095579252,25.92188871,10,10,16.13018385,2.056359953,Lang,24.77258964,0.009052476,-0.999999997,Lang,16.7903643,2.443299294,-0.932747487,6,NaN,15.43911153,NaN,NaN,NaN,-0.999999997,Quad,[8.14158598 0.         1.17014809],-0.998654395,NaN,NaN,NaN,NaN,-0.998654395,,647.1188468,
AGIREP_clean,0.144795494,12.09461805,0.143938414,2.7515883,11.94982256,2.607649886,8.924205586,10,10,12.76874149,4.245047877,Lang,11.15563151,0.061428213,-0.999991521,Lang,13.03335425,4.825444124,-0.833568731,1.4,NaN,11.73816996,NaN,NaN,NaN,-0.999991521,Sips,[12.77537211  4.69849668  2.61262709],-0.997939282,NaN,NaN,NaN,NaN,-0.997939282,,998.4664836,
AGOFEJ_clean,0.082290432,13.35705937,0.08384193,1.817409017,13.27476894,1.733567087,14.9217253,10,10,17.61110833,3.178430528,Lang,21.87758685,0.016997722,-0.999980363,Lang,19.92234799,0.761979913,-0.989447443,15,NaN,19.00592868,NaN,NaN,NaN,-0.999980363,Sips,[19.32222502  0.34447184  1.90600974],-0.995168433,NaN,NaN,NaN,NaN,-0.995168433,,583.6666994,
AGONEQ_clean,0.136751138,9.809837816,0.135542426,2.712382873,9.673086678,2.576840447,7.342969034,10,10,11.28800479,3.993098753,Lang,8.660045917,0.085561274,-0.999986637,Lang,11.94354058,1.721903006,-0.964330719,6,NaN,10.75249163,NaN,NaN,NaN,-0.999986637,Sips,[11.44292121  0.93878813  1.88995215],-0.998976054,NaN,NaN,NaN,NaN,-0.998976054,,1082.535661,
AGUBUA_clean,0.712809279,7.063051618,0.721323518,2.966173923,6.350242339,2.244850405,4.834556393,10,10,7.238230617,3.164959654,Lang,3.400029596,1.346386676,-0.999911911,Lang,7.975793636,0.981497716,-0.939792266,1.4,NaN,7.051709344,NaN,NaN,NaN,-0.999911911,Sips,[ 7.24074464 17.73089442  2.21053314],-0.999439148,NaN,NaN,NaN,NaN,-0.999439148,,1833.358099,
AHEQAH_clean,0.117045732,10.45079725,0.116053484,2.739840062,10.33375152,2.623786578,7.744351804,10,10,14.64792627,4.653618759,Lang,22.9489182,0.025436147,-0.999999999,Lang,17.15796237,0.583576586,-0.993855056,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999999,NaN,NaN,-0.993855056,NaN,NaN,NaN,NaN,-0.993855056,,759.2789469,
AJAKON_clean,0.129156153,5.7573829,0.130726731,1.669805307,5.628226747,1.539078576,7.000356209,10,10,5.805495702,2.157262689,Lang,3.235136502,0.200235467,-0.999982937,Lang,10.44025558,0.125359893,-0.537333217,1.4,NaN,5.765528661,NaN,NaN,NaN,-0.999982937,Sips,[ 5.78270083 77.8857911   3.53187957],-0.999954901,NaN,NaN,NaN,NaN,-0.999954901,,1367.21697,
AJIGIL_clean,0.050281069,3.485463167,0.050572424,1.036591616,3.435182098,0.986019192,6.826744806,10,10,4.240159575,1.58273369,Lang,3.969988852,0.066299355,-0.99999842,Lang,4.603221718,1.16788809,-0.981368485,6,NaN,3.915429018,NaN,NaN,NaN,-0.99999842,Quad,[2.16019359 0.33533783 0.66664057],-0.997579003,NaN,NaN,NaN,NaN,-0.997579003,,1089.863102,
AJOTEY_clean,0.111820651,12.27637297,0.112349026,2.017083722,12.16455232,1.904734696,12.35682831,10,10,12.58531945,2.913842435,Lang,5.915403304,0.097077606,-0.999999976,Lang,19.51042851,0.181007466,-0.653278059,1.4,NaN,12.15865851,NaN,NaN,NaN,-0.999999976,Sips,[12.58641005 10.16954328  3.05480542],-0.999448865,NaN,NaN,NaN,NaN,-0.999448865,,1255.608274,
AJOVEB_clean,0.09033786,3.034918392,0.087254733,1.13633525,2.944580532,1.049080517,5.422522982,10,10,3.105880097,1.464379258,Lang,2.184020875,0.203591122,-0.999996727,Lang,4.685887893,0.19667005,-0.658834774,1.4,NaN,2.950148734,NaN,NaN,NaN,-0.999996727,Sips,[3.10724292 8.26088218 2.44071827],-0.999772115,NaN,NaN,NaN,NaN,-0.999772115,,1956.514445,
ALAMUW_clean,0.139893776,18.32262307,0.139728343,2.779390741,18.18272929,2.639662398,13.3843999,10,10,20.72864432,4.643762943,Lang,19.8099853,0.030619113,-0.999964184,Lang,21.76994821,1.990645413,-0.952371503,6,NaN,20.04070268,NaN,NaN,NaN,-0.999964184,Quad,[10.47268445  0.          0.97744232],-0.999619926,NaN,NaN,NaN,NaN,-0.999619926,,649.9666963,
ALANAD_clean,0.131310598,16.10911725,0.132239484,3.039280208,15.97780665,2.907040724,10.76122875,10,10,18.69410665,5.12245891,Lang,23.52852085,0.027830283,-0.999999681,Lang,19.85461601,1.610819123,-0.965965485,6,NaN,17.49796591,NaN,NaN,NaN,-0.999999681,Quad,[9.4642146  0.         0.80107748],-0.997217128,NaN,NaN,NaN,NaN,-0.997217128,,697.3217445,
ALEJEI_clean,0.106883422,14.84440893,0.106207413,2.47044988,14.73752551,2.364242467,12.19965994,10,10,16.09583622,4.351796543,Lang,33.2621769,0.015052713,-0.999995516,Lang,16.60577273,3.156467403,-0.904941442,6,NaN,15.51957718,NaN,NaN,NaN,-0.999995516,Sips,[15.85754735  0.84981401  3.03821654],-0.999127667,NaN,NaN,NaN,NaN,-0.999127667,,600.7783235,
