Adsorbent,CO2_0.1bar,CO2_2.67bar,CH4_0.2bar,CH4_5.33bar,CO2_wc,CH4_wc,CO2_sc,CO2_3p,CH4_3p,CO2_3p_sim,CH4_3p_sim,CH4_Isotherm_1,par_1_CH4,par_2_CH4,Acc_CH4(-R2),CO2_Isotherm_1,par_1_CO2,par_2_CO2,Acc_CO2(-R2),CO2_4p,CH4_4p,CO2_4p_sim,CH4_4p_sim,CH4_Isotherm_2,par_CH4_2,Acc_CH4(-R2)_2,CO2_Isotherm_2,par_CO2_2,Acc_CO2(-R2)_2,CO2_5p,CO2_5p_sim,CO2_Isotherm_3,par_CO2_3,Acc_CO2(-R2)_3,CH4_Isotherm_3,Density,
c5ce00862j_c5ce00862j2_clean,0.126184211,4.212031692,0.127578913,2.326152449,4.085847481,2.198573536,3.676328571,10,10,5.539083448,3.294336481,Lang,6.275415218,0.110508245,-0.999987484,Lang,6.257180455,0.771356986,-0.993490339,NaN,NaN,NaN,NaN,NaN,NaN,-0.999987484,NaN,NaN,-0.993490339,NaN,NaN,NaN,NaN,-0.993490339,,1026.25297,
c5ce02194d_c5ce02194d2_clean,0.203959779,5.508426109,0.20231024,2.805498431,5.30446633,2.603188191,3.98637693,10,10,6.808178884,3.788978637,Lang,6.316010178,0.150037742,-0.999950924,Lang,7.44835639,1.063473896,-0.989291365,6,NaN,6.316008659,NaN,NaN,NaN,-0.999950924,Sips,[7.09756289 0.83430954 1.4502291 ],-0.998559876,NaN,NaN,NaN,NaN,-0.998559876,,952.0043213,
c5cp03920g_c5cp03920g2_clean,0.133158233,7.491620417,0.133233351,1.550379488,7.358462184,1.417146137,9.810668776,10,10,8.181566857,2.138033463,Lang,3.76818581,0.131255524,-0.999360489,Lang,8.465555059,2.880929635,-0.922149963,6,NaN,8.007619838,NaN,NaN,NaN,-0.999360489,Quad,[4.12431415 0.03836501 1.45211811],-0.999894876,NaN,NaN,NaN,NaN,-0.999894876,,1221.022045,
c5dt03091a_c5dt03091a2_clean,0.049442627,9.883126285,0.049994004,1.292139623,9.833683658,1.242145619,15.52908129,10,10,12.59483658,2.306995701,Lang,22.2701569,0.011556252,-0.999999277,Lang,13.99338997,0.900561568,-0.985947411,6,NaN,11.48020343,NaN,NaN,NaN,-0.999999277,Quad,[6.43302046 0.         0.46470556],-0.995595856,NaN,NaN,NaN,NaN,-0.995595856,,840.9517122,
c5dt04943a_c5dt04943a2_clean,0.175668692,16.95612124,0.172973616,3.079077451,16.78045255,2.906103835,11.18064254,10,10,19.27255135,4.973464753,Lang,16.70045653,0.042410402,-0.99990961,Lang,20.28179795,1.909553977,-0.956432431,6,NaN,18.50245934,NaN,NaN,NaN,-0.99990961,Quad,[9.73866402 0.         0.94315921],-0.99929546,NaN,NaN,NaN,NaN,-0.99929546,,759.2014341,
c5gc02393a_c5gc02393a2_clean,0.142355079,5.304538936,0.146088048,1.942521407,5.162183857,1.796433359,5.544248541,10,10,5.30913079,2.540143845,Lang,3.914770975,0.184887624,-0.999986268,Lang,8.382196225,0.172862977,-0.602820482,1.4,NaN,5.156038116,NaN,NaN,NaN,-0.999986268,Quad,[ 2.64103145 -0.94706512  7.37388652],-0.999998787,NaN,NaN,NaN,NaN,-0.999998787,,1337.080372,
c5nj02634b_c5nj02634b2_clean,0.208120448,5.838635803,0.2059422,2.862119603,5.630515355,2.656177403,4.141755624,10,10,6.940051429,3.792016957,Lang,6.026899999,0.169774006,-0.999990502,Lang,7.452108694,1.355291178,-0.982200194,6,NaN,6.464977756,NaN,NaN,NaN,-0.999990502,Sips,[7.14851536 0.99915091 1.52270054],-0.99796829,NaN,NaN,NaN,NaN,-0.99796829,,972.4102989,
c6cc02494g_c6cc02494g5_clean,0.065327914,5.836194813,0.064405006,1.607951957,5.770866899,1.543546951,7.369153016,10,10,6.262678821,2.793429564,Lang,17.61957387,0.018841206,-0.999999191,Lang,6.433939969,3.656805662,-0.885363528,1.4,NaN,5.595242204,NaN,NaN,NaN,-0.999999191,Quad,[3.06127898 0.         4.37013614],-0.996808562,NaN,NaN,NaN,NaN,-0.996808562,,1022.564202,
c6ce00141f_c6ce00141f2_clean,0.108251348,11.77478726,0.107466998,2.45888264,11.66653591,2.351415642,9.722459245,10,10,14.73537818,4.14217163,Lang,18.94206857,0.027987842,-0.999999499,Lang,16.22103829,0.991849678,-0.984639439,6,NaN,13.33357886,NaN,NaN,NaN,-0.999999499,Sips,[15.07705764  0.55846364  1.88774748],-0.994256125,NaN,NaN,NaN,NaN,-0.994256125,,705.2878733,
c6ce00407e_c6ce00407e1_clean,0.106503111,18.23059043,0.106069693,2.190119456,18.12408732,2.084049763,16.90027587,10,10,21.34600507,3.660670602,Lang,15.66684829,0.030489898,-0.999980645,Lang,22.76297,1.506473236,-0.968611971,6,NaN,20.0842725,NaN,NaN,NaN,-0.999980645,Quad,[10.81636792  0.          0.75080647],-0.997968169,NaN,NaN,NaN,NaN,-0.997968169,,595.5812116,
c6ce00407e_c6ce00407e2_clean,0.09659642,16.30607553,0.096272389,1.992088848,16.20947911,1.895816459,16.6188745,10,10,17.94710637,3.342599804,Lang,14.77378377,0.029241067,-0.999979764,Lang,18.6300556,2.627881679,-0.92659738,6,NaN,17.40201964,NaN,NaN,NaN,-0.999979764,Quad,[ 9.00411404 -0.1222676   1.14733577],-0.999502117,NaN,NaN,NaN,NaN,-0.999502117,,699.9007882,
c6ce00407e_c6ce00407e3_clean,0.209000897,13.24704248,0.209623447,2.626643858,13.03804158,2.417020411,10.23949646,10,10,13.27489187,4.100985185,Freu,0.803228362,0.708050038,-0.999709235,Lang,35.95441411,0.05853248,-0.380556955,1.4,NaN,13.23143483,NaN,NaN,NaN,-0.999709235,Sips,[13.27490585 86.68024146  3.73391054],-0.999995503,NaN,NaN,NaN,NaN,-0.999995503,,918.2149318,
c6ce00407e_c6ce00407e4_clean,0.159682863,16.62449605,0.160624667,4.228393734,16.46481319,4.067769067,7.982408175,10,10,29.25848236,8.038999302,Freu,0.765864035,1.021050088,-0.999994923,Lang,40.45814794,0.261244061,-0.998221028,NaN,NaN,NaN,NaN,NaN,NaN,-0.999994923,NaN,NaN,-0.998221028,NaN,NaN,NaN,NaN,-0.998221028,,63.65368012,
c6ce00407e_c6ce00407e5_clean,0.172225861,16.74804373,0.173136271,4.608206269,16.57581787,4.435069998,7.378924022,10,10,29.95237344,8.725204214,Freu,0.843840802,1.014514253,-0.999998133,Lang,42.01976863,0.248209231,-0.99839478,NaN,NaN,NaN,NaN,NaN,NaN,-0.999998133,NaN,NaN,-0.99839478,NaN,NaN,NaN,NaN,-0.99839478,,56.92081347,
c6ce00407e_c6ce00407e6_clean,0.078145477,21.42665945,0.077150926,2.020936905,21.34851397,1.943785979,21.52596229,10,10,32.59753866,3.742763685,Lang,135.3315216,0.002844116,-0.999999985,Lang,40.23928673,0.426573037,-0.995496449,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999985,NaN,NaN,-0.995496449,NaN,NaN,NaN,NaN,-0.995496449,,244.0694006,
c6ce00407e_c6ce00407e7_clean,0.099667775,18.0175042,0.099303586,2.409281748,17.91783643,2.309978162,15.18336052,10,10,26.56821556,4.440623478,Freu,0.473918671,0.971738804,-0.999999999,Lang,32.12089345,0.478475691,-0.994878677,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999999,NaN,NaN,-0.994878677,NaN,NaN,NaN,NaN,-0.994878677,,207.4617899,
c6ce00407e_c6ce00407e8_clean,0.134038174,15.79535857,0.131671577,2.932031873,15.6613204,2.800360296,10.93759064,10,10,16.61670708,4.679540295,Lang,14.63442182,0.047007482,-0.999997961,Lang,16.93752232,5.179524641,-0.815293112,1.4,NaN,15.37385795,NaN,NaN,NaN,-0.999997961,Sips,[16.62247248  4.84032669  2.77482556],-0.998051737,NaN,NaN,NaN,NaN,-0.998051737,,850.2459108,
c6ce00407e_c6ce00407e9_clean,0.059762404,17.54504597,0.059826452,1.60335474,17.48528357,1.543528288,22.2170173,10,10,27.79563167,2.93558939,Lang,56.92507459,0.00543723,-0.999999022,Lang,35.31014677,0.369892545,-0.99634081,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999022,NaN,NaN,-0.99634081,NaN,NaN,NaN,NaN,-0.99634081,,313.3389871,
c6dt03852b_c6dt03852b2_clean,0.101689064,12.32877046,0.100942998,1.945607214,12.2270814,1.844664216,12.86546423,10,10,14.80019466,3.222765316,Lang,12.85014605,0.033475013,-0.999951338,Lang,15.96602458,1.269494951,-0.976757927,6,NaN,13.65771223,NaN,NaN,NaN,-0.999951338,Sips,[15.04101892  0.65473647  1.97296166],-0.996056127,NaN,NaN,NaN,NaN,-0.996056127,,737.9720949,
c6ta00429f_c6ta00429f2_clean,0.096888666,10.18516001,0.095215986,2.133997478,10.08827134,2.038781492,9.690246331,10,10,12.61360604,3.569651402,Lang,15.37530318,0.030236807,-0.999998719,Lang,13.81330854,1.051405975,-0.983183319,6,NaN,11.57423249,NaN,NaN,NaN,-0.999998719,Sips,[12.88958298  0.58837495  1.89031171],-0.996210109,NaN,NaN,NaN,NaN,-0.996210109,,722.4794164,
CADQOP_clean,0.122488343,8.278970879,0.122156332,2.322844561,8.156482536,2.200688229,7.236308424,10,10,9.71382208,3.499310133,Lang,8.293290552,0.072993895,-0.999998641,Lang,10.36838103,1.4840253,-0.972313285,6,NaN,9.213030171,NaN,NaN,NaN,-0.999998641,Sips,[9.88090195 0.85426118 1.83287508],-0.998955242,NaN,NaN,NaN,NaN,-0.998955242,,1096.746625,
CAGSAG_clean,0.146012862,9.146962799,0.14791641,2.738226386,9.000949937,2.590309976,6.782166144,10,10,10.16205674,4.133294742,Lang,9.876014586,0.071974544,-0.99999262,Lang,10.59013944,2.37379575,-0.941511209,6,NaN,9.623719322,NaN,NaN,NaN,-0.99999262,Quad,[5.13280775 0.04717671 1.2103926 ],-0.997874703,NaN,NaN,NaN,NaN,-0.997874703,,961.7719837,
CAJQEL_clean,0.189601133,14.47379587,0.193791276,2.582539012,14.28419474,2.388747736,11.37879872,10,10,15.63008798,4.248197514,Freu,0.687398612,0.790996019,-0.999999785,Lang,16.09855546,3.336406488,-0.900432193,6,NaN,15.10905675,NaN,NaN,NaN,-0.999999785,Sips,[15.71505428  1.49884141  2.08895904],-0.999216235,NaN,NaN,NaN,NaN,-0.999216235,,705.6587381,
CAJQIP_clean,0.13214407,12.52885532,0.129705425,2.46772326,12.39671125,2.338017835,10.30803305,10,10,14.35591114,4.219189328,Freu,0.592717859,0.852380989,-0.999949453,Lang,15.16125591,1.782574443,-0.960990446,6,NaN,13.64102568,NaN,NaN,NaN,-0.999949453,Sips,[14.52132616  0.89275779  1.9877219 ],-0.998622458,NaN,NaN,NaN,NaN,-0.998622458,,545.4026711,
CANRIU_clean,0.169091254,14.21139903,0.167716933,2.815944823,14.04230778,2.64822789,10.24645308,10,10,14.92265729,4.099528705,Lang,8.545059338,0.092216788,-0.999979072,Lang,15.19975549,5.385326072,-0.808342061,1.4,NaN,13.90893359,NaN,NaN,NaN,-0.999979072,Quad,[ 7.25089558 -0.86810149  6.46235402],-0.998178757,NaN,NaN,NaN,NaN,-0.998178757,,861.5484363,
CANROA_clean,0.136606726,12.70377638,0.13817034,2.35434224,12.56716965,2.2161719,10.95529581,10,10,13.27448292,3.493537283,Lang,7.802490021,0.08107626,-0.999967907,Lang,13.49531587,6.01100578,-0.779628701,1.4,NaN,12.41714657,NaN,NaN,NaN,-0.999967907,Sips,[13.27868531  5.73005541  2.74135058],-0.998539083,NaN,NaN,NaN,NaN,-0.998539083,,944.3642808,
CANRUG_clean,0.157583108,12.63196218,0.157007689,3.127654263,12.47437907,2.970646574,8.199982778,10,10,13.03716682,4.657722467,Lang,10.54608805,0.079100459,-0.999995004,Lang,13.19129977,8.458324846,-0.676747193,1.4,NaN,12.44186058,NaN,NaN,NaN,-0.999995004,Sips,[13.03961684  8.06185835  2.81893553],-0.999203273,NaN,NaN,NaN,NaN,-0.999203273,,884.557931,
CANYIB_clean,0.09504496,5.895895787,0.095818666,2.010517655,5.800850827,1.914698989,5.953916919,10,10,7.523695261,3.214180076,Lang,10.14878234,0.046349914,-0.999998629,Lang,8.364956948,0.894338533,-0.988520952,15,NaN,8.183692894,NaN,NaN,NaN,-0.999998629,Quad,[4.19698512 0.15665308 0.37097341],-0.994022956,NaN,NaN,NaN,NaN,-0.994022956,,1071.723525,
CASWIE_clean,0.233448655,14.33453403,0.229190356,3.11725398,14.10108538,2.888063624,9.336245319,10,10,14.84946819,4.345446134,Lang,7.896251638,0.122479168,-0.999816788,Lang,15.04635051,7.542307051,-0.717365707,1.4,NaN,14.06239499,NaN,NaN,NaN,-0.999816788,Sips,[14.62606649 13.18027734  2.86730264],-0.999171338,NaN,NaN,NaN,NaN,-0.999171338,,1257.130035,
CAVMIX_clean,0.205678291,7.562987079,0.200953241,2.944918052,7.357308788,2.743964811,5.21411982,10,10,8.909025261,4.092334307,Lang,7.369460234,0.124975787,-0.999943042,Lang,9.526652963,1.442479874,-0.977433526,6,NaN,8.449748981,NaN,NaN,NaN,-0.999943042,Quad,[4.57834266 0.29215664 0.87060198],-0.999178672,NaN,NaN,NaN,NaN,-0.999178672,,943.0069773,
CAVNOE_clean,0.238519998,4.663451004,0.237937524,1.602861178,4.424931006,1.364923654,5.907073448,10,10,4.843215678,1.833702288,Lang,2.124475214,0.63062137,-0.9992006,Lang,6.016464225,0.412905558,-0.832715542,1.4,NaN,4.772288828,NaN,NaN,NaN,-0.9992006,Sips,[  4.72656236 100.           3.27529973],-0.998623268,NaN,NaN,NaN,NaN,-0.998623268,,1730.921588,
CAVPEW_manual,0.076945906,12.7147006,0.07681914,2.017956878,12.63775469,1.941137738,12.79249098,10,10,19.93147379,3.747721616,Lang,171.3099217,0.00223645,-0.999999981,Lang,25.12644865,0.383672262,-0.996410904,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999981,NaN,NaN,-0.996410904,NaN,NaN,NaN,NaN,-0.996410904,,402.6844685,
CAVPIA_manual,0.075689993,13.00636784,0.077151529,1.986470698,12.93067785,1.909319169,13.29335895,10,10,19.95636655,3.699195098,Freu,0.38017681,0.988121938,-0.999999981,Lang,24.77948911,0.413764428,-0.995942539,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999981,NaN,NaN,-0.995942539,NaN,NaN,NaN,NaN,-0.995942539,,416.1427687,
CAVPUM_manual,0.080867821,12.95993341,0.080099367,2.074714075,12.87906559,1.994614708,12.68251485,10,10,20.11038021,3.86468697,Freu,0.396730196,0.988620495,-0.999999929,Lang,25.16862837,0.397577037,-0.996228908,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999929,NaN,NaN,-0.996228908,NaN,NaN,NaN,NaN,-0.996228908,,407.468261,
CAVRAU_clean,0.297106344,7.562935661,0.295321192,3.051275834,7.265829317,2.755954642,5.032337955,10,10,8.443956378,4.232955141,Lang,7.585980722,0.126342681,-0.998561525,Lang,8.818136008,2.256659032,-0.955990312,6,NaN,8.132984191,NaN,NaN,NaN,-0.998561525,Quad,[4.3092517  0.42934518 1.5005381 ],-0.999549098,NaN,NaN,NaN,NaN,-0.999549098,,994.162937,
CAVREY_clean,0.290214336,9.343903928,0.289889239,3.070732784,9.053689592,2.780843545,6.177990009,10,10,10.29252358,4.175967899,Lang,7.087423753,0.143532742,-0.998941553,Lang,10.68776851,2.604113981,-0.93966723,6,NaN,9.891535111,NaN,NaN,NaN,-0.998941553,Quad,[5.22232694 0.26635878 1.56427561],-0.999204108,NaN,NaN,NaN,NaN,-0.999204108,,1026.72806,
CAVVUS_clean,0.151569309,8.621081688,0.151092757,2.706062272,8.469512379,2.554969515,6.468220801,10,10,10.26867153,3.837933642,Lang,7.343727243,0.109474036,-0.999994521,Lang,11.03702131,1.336466007,-0.97757557,6,NaN,9.870740306,NaN,NaN,NaN,-0.999994521,Sips,[10.48899218  0.82666399  1.75113001],-0.999867203,NaN,NaN,NaN,NaN,-0.999867203,,1106.921531,
CAWDOU02_clean,0.141632668,5.488589873,0.142548225,2.277978132,5.346957205,2.135429907,4.891838291,10,10,7.185313136,3.255339773,Lang,6.379080187,0.104212921,-0.999970119,Lang,8.097100266,0.788048181,-0.992512721,NaN,NaN,NaN,NaN,NaN,NaN,-0.999970119,NaN,NaN,-0.992512721,NaN,NaN,NaN,NaN,-0.992512721,,905.1978773,
CAXSUR_SL,0.059248708,8.668785382,0.058943329,1.485352249,8.609536674,1.42640892,11.84921707,10,10,13.2590891,2.77085695,Freu,0.282978999,0.990858159,-0.999999381,Lang,16.42770691,0.418451324,-0.99598405,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999381,NaN,NaN,-0.99598405,NaN,NaN,NaN,NaN,-0.99598405,,618.7083294,
CAXTAY_clean,0.041099703,8.070483269,0.042028221,1.036343313,8.029383566,0.994315092,15.81090593,10,10,9.978087471,1.886876527,Lang,29.8077809,0.006757816,-0.999998109,Lang,10.91812385,1.061457681,-0.981781925,6,NaN,9.219926899,NaN,NaN,NaN,-0.999998109,Quad,[5.08144076 0.         0.54088842],-0.996844751,NaN,NaN,NaN,NaN,-0.996844751,,724.2168592,
CAXTEC_clean,0.054744493,3.560598611,0.055564459,1.313199841,3.505854118,1.257635382,5.504945953,10,10,6.330999049,2.317506846,Lang,18.22819783,0.014565722,-0.999997333,Lang,8.834994881,0.252835987,-0.998655071,NaN,NaN,NaN,NaN,NaN,NaN,-0.999997333,NaN,NaN,-0.998655071,NaN,NaN,NaN,NaN,-0.998655071,,837.1480548,
CAXXEG_clean,0.120061438,3.709122996,0.122240814,1.898739507,3.589061558,1.776498693,3.966127861,10,10,4.258298403,2.64349142,Lang,4.786057734,0.12337966,-0.999985463,Lang,4.501049364,1.754184198,-0.969875127,6,NaN,4.038097801,NaN,NaN,NaN,-0.999985463,Sips,[4.34395922 1.18869947 1.62138156],-0.998852977,NaN,NaN,NaN,NaN,-0.998852977,,1213.181305,
CAYQAV_clean,0.05968241,9.33360042,0.059462571,1.2038949,9.27391801,1.144432329,15.7406076,10,10,9.370224013,1.871599193,Lang,5.099778192,0.057976939,-0.999999397,Lang,33.45173864,0.039007558,-0.336816549,1.4,NaN,9.284054798,NaN,NaN,NaN,-0.999999397,Sips,[ 9.35605203 44.03803788  3.85027246],-0.999988876,NaN,NaN,NaN,NaN,-0.999988876,,1396.499261,
CAYQIE_clean,0.160675279,13.64612635,0.161023948,3.125391847,13.48545107,2.964367899,8.864735379,10,10,16.29500976,5.073693114,Lang,17.5851202,0.040552471,-0.999968781,Lang,17.53484136,1.314292233,-0.976489981,6,NaN,15.22709293,NaN,NaN,NaN,-0.999968781,Quad,[8.29990422 0.05866362 0.68777596],-0.99770076,NaN,NaN,NaN,NaN,-0.99770076,,696.0788142,
CAYQOK_clean,0.155823976,14.77013893,0.157260146,3.051594341,14.61431495,2.894334195,9.826947647,10,10,17.45941833,5.017512078,Lang,18.95357743,0.036003794,-0.999960408,Lang,18.69961805,1.407778478,-0.973298478,6,NaN,16.31888938,NaN,NaN,NaN,-0.999960408,Quad,[8.87028214 0.03309591 0.7221186 ],-0.997471134,NaN,NaN,NaN,NaN,-0.997471134,,673.4972613,
CAYQUQ_clean,0.160925922,11.32920598,0.1611931,3.079804982,11.16828006,2.918611882,7.4685642,10,10,13.04007442,4.811251085,Lang,13.4259967,0.055849055,-0.999984973,Lang,13.79915012,1.717907356,-0.964561447,6,NaN,12.27262253,NaN,NaN,NaN,-0.999984973,Sips,[13.22117401  0.94192905  1.88334417],-0.997870981,NaN,NaN,NaN,NaN,-0.997870981,,783.3678864,
CAZNEY_clean,0.15526415,10.68251638,0.155426599,3.224721258,10.52725223,3.069294659,6.725773685,10,10,11.45433223,4.884871978,Lang,11.85252066,0.070114228,-0.999993739,Lang,11.76393262,3.699701148,-0.885433448,1.4,NaN,10.36305585,NaN,NaN,NaN,-0.999993739,Sips,[11.4637109   4.09480692  2.47456539],-0.996615411,NaN,NaN,NaN,NaN,-0.996615411,,832.0533225,
CECVAI_clean,0.07488356,8.353305206,0.074547037,1.81783429,8.278421646,1.743287253,9.329640752,10,10,14.05444688,3.17694458,Lang,21.6586044,0.017189715,-0.999999976,Lang,18.70454883,0.302240798,-0.997727791,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999976,NaN,NaN,-0.997727791,NaN,NaN,NaN,NaN,-0.997727791,,769.64515,
CEGWER_clean,0.281648485,3.196465257,0.287318295,1.782409376,2.914816772,1.495091081,3.641022755,10,10,3.267827134,2.033216118,Lang,2.321051654,0.706366444,-0.99850994,Lang,3.659868104,0.833774172,-0.922448746,1.4,NaN,3.116212507,NaN,NaN,NaN,-0.99850994,Quad,[1.62992834 0.         9.74634511],-0.999870314,NaN,NaN,NaN,NaN,-0.999870314,,1460.798683,
CEHLAD_clean,0.106996978,14.61310793,0.106752399,2.310701073,14.50611095,2.203948674,12.83984227,10,10,15.67076686,3.869894472,Lang,16.83549083,0.02984741,-0.999993438,Lang,16.09509144,3.693056602,-0.881488863,1.4,NaN,14.0366493,NaN,NaN,NaN,-0.999993438,Quad,[ 7.79802292 -0.49842992  3.16788519],-0.996557225,NaN,NaN,NaN,NaN,-0.996557225,,853.7009559,
CEJCAW_clean,0.087365101,6.661734616,0.085778687,1.582341681,6.574369515,1.496562994,8.547673452,10,10,6.916564411,2.310794914,Lang,4.86918637,0.090321918,-0.999999851,Lang,7.014299732,7.076780078,-0.734807336,1.4,NaN,6.416499479,NaN,NaN,NaN,-0.999999851,Sips,[6.91972855 5.2868676  2.61643155],-0.999221872,NaN,NaN,NaN,NaN,-0.999221872,,1183.548847,
CEKHIL_clean,0.112811889,15.80234861,0.113664155,2.7003476,15.68953672,2.586683445,11.88126901,10,10,19.2737361,4.747821351,Lang,35.26921417,0.015555716,-0.999998304,Lang,20.9501275,1.149715778,-0.979888835,6,NaN,18.05160674,NaN,NaN,NaN,-0.999998304,Quad,[9.80217162 0.         0.58301937],-0.998166525,NaN,NaN,NaN,NaN,-0.998166525,,613.582565,
CENJIQ_clean,0.04232739,3.572463422,0.042549643,1.002262179,3.530136032,0.959712536,7.236812346,10,10,4.36106059,1.705238162,Lang,8.548199106,0.024919596,-0.999999982,Lang,4.742377428,1.143657507,-0.981332717,6,NaN,4.117554075,NaN,NaN,NaN,-0.999999982,Sips,[4.45602815 0.66360409 1.84009142],-0.999125547,NaN,NaN,NaN,NaN,-0.999125547,,1277.594165,
CENKAJ_clean,0.036747239,4.204332169,0.037245325,0.858678466,4.16758493,0.821433141,9.940936778,10,10,4.751137349,1.483351755,Lang,8.740779043,0.020439084,-0.99999738,Lang,4.987412566,2.010848748,-0.952082802,6,NaN,4.557328309,NaN,NaN,NaN,-0.99999738,Quad,[2.39999369 0.         0.98824453],-0.999171948,NaN,NaN,NaN,NaN,-0.999171948,,1276.324404,
CESFIQ_clean,0.288711027,15.26441441,0.292449185,3.863215643,14.97570338,3.570766458,8.022173675,10,10,19.30773684,6.027160726,Freu,1.183816072,0.706933726,-0.999548541,Lang,21.36961018,0.936417032,-0.988172251,6,NaN,17.67437528,NaN,NaN,NaN,-0.999548541,Sips,[19.99099758  0.64349597  1.64259908],-0.997172662,NaN,NaN,NaN,NaN,-0.997172662,,688.2650634,
CESFOW_clean,0.202475087,17.05171335,0.205422559,3.22716182,16.84923826,3.021739261,10.72773763,10,10,19.01407526,5.104978583,Lang,15.1417243,0.05084661,-0.999769955,Lang,19.84602996,2.285491644,-0.943066059,6,NaN,18.34673081,NaN,NaN,NaN,-0.999769955,Quad,[9.59236173 0.         1.12066414],-0.999424622,NaN,NaN,NaN,NaN,-0.999424622,,751.1240286,
CETGOY_clean,0.085586497,4.358732784,0.08570991,2.004346712,4.273146287,1.918636802,4.415178435,10,10,8.157045892,3.432007199,Lang,18.34775627,0.023009283,-0.99999951,Lang,11.950367,0.215037154,-0.999155222,NaN,NaN,NaN,NaN,NaN,NaN,-0.99999951,NaN,NaN,-0.999155222,NaN,NaN,NaN,NaN,-0.999155222,,619.5914173,
CETHEQ_clean,0.042555082,5.408612223,0.041855961,1.009935653,5.366057141,0.968079692,10.87309053,10,10,7.326578879,1.77073716,Lang,12.62843488,0.01630859,-0.999999574,Lang,8.413362282,0.674162165,-0.991618965,NaN,NaN,NaN,NaN,NaN,NaN,-0.999999574,NaN,NaN,-0.991618965,NaN,NaN,NaN,NaN,-0.991618965,,1064.629014,
cg3002866_si_001_clean,0.147001279,14.91190743,0.146292643,3.39404483,14.76490615,3.247752187,8.920238936,10,10,16.03786723,5.469260579,Lang,18.10060437,0.043299126,-0.999994236,Lang,16.49144874,3.535826735,-0.889910559,1.4,NaN,14.27404985,NaN,NaN,NaN,-0.999994236,Quad,[7.82448358 0.         4.29797156],-0.996627199,NaN,NaN,NaN,NaN,-0.996627199,,780.7903203,
cg300979c_si_002_clean,0.075318141,4.481425106,0.075834871,1.594003137,4.406106965,1.518168266,5.708050857,10,10,5.712336826,2.513871605,Lang,7.364218237,0.051828681,-0.999999974,Lang,6.347428101,0.899472974,-0.98855028,15,NaN,6.139537,NaN,NaN,NaN,-0.999999974,Sips,[6.29097745 0.50472043 1.61963861],-0.996284499,NaN,NaN,NaN,NaN,-0.996284499,,960.7548184,
cg3015354_si_002_clean,0.047460586,3.769203904,0.047716632,0.95032429,3.721743318,0.902607658,8.052647069,10,10,4.026789159,1.484469557,Lang,4.14078019,0.055884607,-0.999996406,Lang,4.129587259,3.917181506,-0.874674083,1.4,NaN,3.66282079,NaN,NaN,NaN,-0.999996406,Sips,[4.02936659 4.23501574 2.55060505],-0.996851104,NaN,NaN,NaN,NaN,-0.996851104,,1506.841118,
cg301577a_si_002_clean,0.170766177,18.12649206,0.16930028,2.356269791,17.95572588,2.186969511,15.61887009,10,10,21.82745455,3.89713034,Freu,0.618165561,0.799640112,-0.999999729,Lang,23.58123163,1.244595197,-0.977828713,6,NaN,20.09637899,NaN,NaN,NaN,-0.999999729,Sips,[22.21023466  0.66470235  1.93342653],-0.995885888,NaN,NaN,NaN,NaN,-0.995885888,,563.6433037,
cg301725z_si_004_clean,0.257969175,10.66206539,0.260056047,3.92199165,10.40409622,3.661935603,5.519446649,10,10,11.21391384,5.140174343,Lang,7.963071224,0.182088454,-0.999969768,Lang,11.42939484,5.204130747,-0.824754744,1.4,NaN,10.26507874,NaN,NaN,NaN,-0.999969768,Sips,[11.22479006  4.90151132  2.31882243],-0.998657752,NaN,NaN,NaN,NaN,-0.998657752,,1097.492008,
cg400449c_si_001_clean,0.12616481,17.75884985,0.127298015,2.681815291,17.63268504,2.554517276,13.44456749,10,10,18.97659951,4.452873451,Lang,18.08109197,0.032673923,-0.999989618,Lang,19.4627315,3.903589628,-0.871970353,1.4,NaN,17.15406398,NaN,NaN,NaN,-0.999989618,Sips,[18.98577951  3.71868966  2.74498355],-0.996715344,NaN,NaN,NaN,NaN,-0.996715344,,667.5650247,
cg401887b_si_003_clean,0.148545755,17.77709349,0.148746168,3.450675098,17.62854773,3.30192893,10.45965956,10,10,19.25665288,5.625262973,Lang,20.03693604,0.039032681,-0.999997255,Lang,19.8587002,3.198501395,-0.903759804,6,NaN,18.80808246,NaN,NaN,NaN,-0.999997255,Quad,[ 9.65542789 -0.12249304  1.38291562],-0.999739412,NaN,NaN,NaN,NaN,-0.999739412,,770.985847,
cg401887b_si_004_clean,0.137077679,17.59275246,0.136845744,3.252611309,17.45567478,3.115765565,10.98152077,10,10,18.98126761,5.38919968,Lang,21.53268527,0.033383122,-0.999997449,Lang,19.54312375,3.378335005,-0.895633558,1.4,NaN,16.88627302,NaN,NaN,NaN,-0.999997449,Sips,[19.00797244  3.44839937  2.48415782],-0.996192566,NaN,NaN,NaN,NaN,-0.996192566,,786.8199337,
